query_id,domain,question_type,run,faithfulness,answer_relevancy,context_recall,context_precision
BAT_QA_0095,Batteries,single,1,0.9812,0.9924,0.907,0.982
BAT_QA_0096,Batteries,single,1,0.9855,0.995,0.995,0.995
BAT_QA_0097,Batteries,multi,1,0.7826,0.7187,0.7497,0.8545
BAT_QA_0098,Batteries,multi,1,0.8693,0.7507,0.7721,0.8695
BAT_QA_0099,Batteries,single,1,0.8443,0.7831,0.9242,0.924
BAT_QA_0100,Batteries,multi,1,0.9902,0.8976,0.9826,0.9775
BAT_QA_0101,Batteries,single,1,0.9338,0.9669,0.9842,0.9528
BAT_QA_0102,Batteries,multi,1,0.8938,0.906,0.9851,0.9688
BAT_QA_0103,Batteries,single,1,0.987,0.995,0.8942,0.995
BAT_QA_0104,Batteries,multi,1,0.8775,0.892,0.8123,0.9028
BAT_QA_0105,Batteries,single,1,0.8903,0.8488,0.8856,0.9186
BAT_QA_0106,Batteries,multi,1,0.9277,0.8402,0.949,0.9617
BAT_QA_0107,Batteries,multi,1,0.8742,0.8778,0.8949,0.9058
BAT_QA_0108,Batteries,single,1,0.9892,0.9567,0.9101,0.9247
BAT_QA_0109,Batteries,single,1,0.896,0.8394,0.7781,0.9187
BAT_QA_0110,Batteries,single,1,0.9056,0.8752,0.8675,0.8891
BAT_QA_0111,Batteries,multi,1,0.9806,0.995,0.995,0.9911
BAT_QA_0112,Batteries,single,1,0.9868,0.9781,0.983,0.9901
BAT_QA_0113,Batteries,multi,1,0.9494,0.8847,0.9866,0.9846
BAT_QA_0114,Batteries,multi,1,0.8484,0.8248,0.8448,0.7995
BAT_QA_0115,Batteries,multi,1,0.9829,0.995,0.9848,0.9795
BAT_QA_0116,Batteries,single,1,0.9902,0.995,0.989,0.995
BAT_QA_0117,Batteries,multi,1,0.7799,0.8626,0.8058,0.8997
BAT_QA_0118,Batteries,single,1,0.9323,0.8442,0.8507,0.9608
BAT_QA_0119,Batteries,single,1,0.7291,0.8033,0.7371,0.7743
BAT_QA_0120,Batteries,single,1,0.973,0.9608,0.9188,0.9834
BAT_QA_0121,Batteries,single,1,0.9034,0.8506,0.8909,0.9496
BAT_QA_0122,Batteries,single,1,0.9902,0.9549,0.9806,0.9675
BAT_QA_0123,Batteries,single,1,0.9792,0.995,0.937,0.995
BAT_QA_0124,Batteries,single,1,0.7428,0.767,0.7801,0.8609
SUP_QA_0001,Superalloys,single,2,0.8702,0.8378,0.9111,0.8943
SUP_QA_0002,Superalloys,multi,2,0.9902,0.995,0.995,0.9842
SUP_QA_0003,Superalloys,multi,2,0.8126,0.7878,0.6974,0.7904
SUP_QA_0004,Superalloys,multi,2,0.707,0.9382,0.8893,0.895
SUP_QA_0005,Superalloys,single,2,0.7221,0.7064,0.8188,0.8357
SUP_QA_0006,Superalloys,single,2,0.9576,0.995,0.9048,0.9523
SUP_QA_0007,Superalloys,single,2,0.9902,0.995,0.9797,0.995
SUP_QA_0008,Superalloys,single,2,0.9902,0.995,0.9651,0.995
SUP_QA_0009,Superalloys,single,2,0.9902,0.995,0.9858,0.9767
SUP_QA_0010,Superalloys,single,2,0.9029,0.9151,0.9055,0.9193
SUP_QA_0011,Superalloys,single,2,0.8847,0.8833,0.9234,0.9437
SUP_QA_0012,Superalloys,single,2,0.7996,0.8536,0.8814,0.9385
SUP_QA_0013,Superalloys,multi,2,0.8656,0.8828,0.8085,0.8674
SUP_QA_0014,Superalloys,single,2,0.9421,0.7939,0.9455,0.9324
SUP_QA_0015,Superalloys,single,2,0.9608,0.9405,0.9931,0.95
SUP_QA_0016,Superalloys,single,2,0.8573,0.8575,0.8803,0.8893
SUP_QA_0017,Superalloys,single,2,0.9897,0.995,0.9809,0.9848
SUP_QA_0018,Superalloys,single,2,0.9847,0.9937,0.995,0.995
SUP_QA_0019,Superalloys,single,2,0.9868,0.995,0.9698,0.9628
SUP_QA_0020,Superalloys,single,2,0.9559,0.993,0.9604,0.9806
SUP_QA_0021,Superalloys,multi,2,0.9902,0.995,0.962,0.9908
SUP_QA_0022,Superalloys,single,2,0.7863,0.87,0.8841,0.9246
SUP_QA_0023,Superalloys,single,2,0.9526,0.995,0.9801,0.9789
SUP_QA_0024,Superalloys,single,2,0.8291,0.8706,0.8968,0.9473
SUP_QA_0025,Superalloys,single,2,0.9176,0.9695,0.9877,0.995
SUP_QA_0026,Superalloys,single,2,0.8739,0.995,0.995,0.9822
SUP_QA_0027,Superalloys,multi,2,0.7441,0.7436,0.8422,0.8144
SUP_QA_0028,Superalloys,multi,2,0.9902,0.995,0.995,0.9544
SUP_QA_0029,Superalloys,single,2,0.8733,0.9089,0.95,0.9179
SUP_QA_0030,Superalloys,multi,2,0.7798,0.8714,0.8395,0.8646
SUP_QA_0031,Superalloys,single,2,0.974,0.995,0.9878,0.981
SUP_QA_0032,Superalloys,single,2,0.8423,0.8341,0.8694,0.9649
SUP_QA_0033,Superalloys,single,2,0.8225,0.8149,0.8896,0.8764
SUP_QA_0034,Superalloys,multi,2,0.9823,0.995,0.8827,0.995
SUP_QA_0035,Superalloys,single,2,0.9419,0.995,0.987,0.9845
SUP_QA_0036,Superalloys,single,2,0.9902,0.995,0.992,0.9825
SUP_QA_0037,Superalloys,single,2,0.9902,0.995,0.9789,0.9888
SUP_QA_0038,Superalloys,single,2,0.9902,0.995,0.9865,0.995
SUP_QA_0039,Superalloys,single,2,0.9547,0.8638,0.8706,0.9243
SUP_QA_0040,Superalloys,multi,2,0.9886,0.9903,0.8794,0.9668
SUP_QA_0041,Superalloys,single,2,0.9902,0.995,0.9473,0.9882
SUP_QA_0042,Superalloys,single,2,0.9565,0.995,0.9816,0.9854
SUP_QA_0043,Superalloys,single,2,0.8441,0.8308,0.8154,0.8895
SUP_QA_0044,Superalloys,multi,2,0.9301,0.9369,0.9926,0.9786
SUP_QA_0045,Superalloys,single,2,0.7749,0.7989,0.8415,0.9316
SUP_QA_0046,Superalloys,single,2,0.6304,0.7277,0.7849,0.7449
SUP_QA_0047,Superalloys,multi,2,0.9187,0.8616,0.881,0.9559
SUP_QA_0048,Superalloys,single,2,0.9108,0.9854,0.9868,0.9832
SUP_QA_0049,Superalloys,multi,2,0.8164,0.9526,0.9183,0.8828
SUP_QA_0050,Superalloys,single,2,0.9322,0.995,0.9517,0.995
SUP_QA_0051,Superalloys,single,2,0.8814,0.995,0.9903,0.9517
SUP_QA_0052,Superalloys,single,2,0.8255,0.8234,0.7716,0.947
SUP_QA_0053,Superalloys,single,2,0.8801,0.9184,0.9386,0.9817
SUP_QA_0054,Superalloys,multi,2,0.9202,0.9365,0.9546,0.9765
SUP_QA_0055,Superalloys,single,2,0.7954,0.825,0.847,0.9463
SUP_QA_0056,Superalloys,single,2,0.8992,0.8932,0.9255,0.8842
SUP_QA_0057,Superalloys,single,2,0.8167,0.8822,0.8969,0.9195
SUP_QA_0058,Superalloys,single,2,0.8604,0.9629,0.8941,0.9482
SUP_QA_0059,Superalloys,single,2,0.9717,0.9919,0.9926,0.995
SUP_QA_0060,Superalloys,single,2,0.7787,0.6958,0.8144,0.8214
SUP_QA_0061,Superalloys,single,2,0.8744,0.8842,0.9704,0.9618
SUP_QA_0062,Superalloys,multi,2,0.6266,0.6504,0.7098,0.7505
SUP_QA_0063,Superalloys,single,2,0.9902,0.995,0.9734,0.9789
SUP_QA_0064,Superalloys,multi,2,0.9847,0.995,0.9797,0.995
SUP_QA_0065,Superalloys,single,2,0.9748,0.995,0.9833,0.9896
SUP_QA_0066,Superalloys,single,2,0.9831,0.995,0.9922,0.97
SUP_QA_0067,Superalloys,multi,2,0.973,0.7992,0.9121,0.9241
SUP_QA_0068,Superalloys,single,2,0.9845,0.995,0.995,0.9753
SUP_QA_0069,Superalloys,single,2,0.8762,0.8448,0.9112,0.928
SUP_QA_0070,Superalloys,multi,2,0.7628,0.8377,0.8433,0.8756
SUP_QA_0071,Superalloys,single,2,0.9547,0.8956,0.8963,0.902
SUP_QA_0072,Superalloys,multi,2,0.8867,0.8831,0.9893,0.9363
SUP_QA_0073,Superalloys,multi,2,0.6804,0.6995,0.66,0.794
SUP_QA_0074,Superalloys,multi,2,0.9175,0.995,0.9825,0.9665
SUP_QA_0075,Superalloys,single,2,0.977,0.9934,0.9186,0.9733
SUP_QA_0076,Superalloys,single,2,0.8852,0.8772,0.8934,0.9334
SUP_QA_0077,Superalloys,multi,2,0.963,0.995,0.9378,0.9949
SUP_QA_0078,Superalloys,single,2,0.6586,0.6741,0.723,0.6953
SUP_QA_0079,Superalloys,single,2,0.9755,0.8992,0.9685,0.9712
SUP_QA_0080,Superalloys,multi,2,0.985,0.995,0.9818,0.995
SUP_QA_0081,Superalloys,multi,2,0.8884,0.8364,0.8606,0.8853
SUP_QA_0082,Superalloys,multi,2,0.9769,0.995,0.9918,0.995
SUP_QA_0083,Superalloys,single,2,0.7835,0.6956,0.8121,0.618
SUP_QA_0084,Superalloys,single,2,0.9744,0.995,0.995,0.9552
SUP_QA_0085,Superalloys,single,2,0.9627,0.995,0.995,0.995
SUP_QA_0086,Superalloys,single,2,0.9741,0.995,0.995,0.995
SUP_QA_0087,Superalloys,multi,2,0.9902,0.995,0.9799,0.9703
SUP_QA_0088,Superalloys,single,2,0.8615,0.8425,0.8829,0.9367
SUP_QA_0089,Superalloys,single,2,0.9764,0.9592,0.933,0.995
SUP_QA_0090,Superalloys,single,2,0.8153,0.9546,0.9081,0.9736
SUP_QA_0091,Superalloys,multi,2,0.9761,0.8517,0.9113,0.8969
SUP_QA_0092,Superalloys,single,2,0.7134,0.63,0.6801,0.7725
SUP_QA_0093,Superalloys,multi,2,0.9553,0.9844,0.9894,0.9903
SUP_QA_0094,Superalloys,multi,2,0.9902,0.995,0.9731,0.9796
SUP_QA_0095,Superalloys,multi,2,0.9631,0.8056,0.8418,0.9511
SUP_QA_0096,Superalloys,single,2,0.9902,0.9806,0.9884,0.9926
SUP_QA_0097,Superalloys,multi,2,0.9187,0.7955,0.8512,0.9508
SUP_QA_0098,Superalloys,single,2,0.677,0.6652,0.717,0.7721
SUP_QA_0099,Superalloys,single,2,0.9537,0.995,0.954,0.995
SUP_QA_0100,Superalloys,multi,2,0.6974,0.7238,0.721,0.8194
SUP_QA_0101,Superalloys,single,2,0.9165,0.9493,0.9555,0.9277
SUP_QA_0102,Superalloys,multi,2,0.8805,0.9924,0.8982,0.9086
SUP_QA_0103,Superalloys,multi,2,0.9656,0.995,0.979,0.9763
SUP_QA_0104,Superalloys,single,2,0.764,0.8764,0.8531,0.8385
SUP_QA_0105,Superalloys,single,2,0.9745,0.995,0.9736,0.9778
SUP_QA_0106,Superalloys,single,2,0.8968,0.8604,0.8879,0.9127
SUP_QA_0107,Superalloys,single,2,0.8673,0.9015,0.9333,0.7993
SUP_QA_0108,Superalloys,single,2,0.8699,0.8931,0.9565,0.9743
SUP_QA_0109,Superalloys,single,2,0.8821,0.933,0.8659,0.9588
SUP_QA_0110,Superalloys,single,2,0.9869,0.995,0.9553,0.994
SUP_QA_0111,Superalloys,single,2,0.931,0.9181,0.8996,0.9383
SUP_QA_0112,Superalloys,multi,2,0.9152,0.995,0.9817,0.97
SUP_QA_0113,Superalloys,single,2,0.7782,0.8408,0.8185,0.9417
SUP_QA_0114,Superalloys,single,2,0.667,0.6382,0.6872,0.6964
SUP_QA_0115,Superalloys,multi,2,0.8995,0.9226,0.8994,0.9139
SUP_QA_0116,Superalloys,multi,2,0.957,0.9434,0.9257,0.9516
SUP_QA_0117,Superalloys,multi,2,0.9145,0.9877,0.995,0.946
SUP_QA_0118,Superalloys,single,2,0.9245,0.887,0.937,0.9444
SUP_QA_0119,Superalloys,single,2,0.9854,0.9355,0.995,0.9807
SUP_QA_0120,Superalloys,single,2,0.7643,0.7349,0.8219,0.892
SUP_QA_0121,Superalloys,single,2,0.7021,0.7429,0.79,0.7356
SUP_QA_0122,Superalloys,single,2,0.9878,0.995,0.973,0.973
SUP_QA_0123,Superalloys,single,2,0.9593,0.995,0.9851,0.9939
SUP_QA_0124,Superalloys,single,2,0.6723,0.7724,0.7465,0.8967
SUP_QA_0125,Superalloys,multi,2,0.8928,0.9889,0.8829,0.9431
SUP_QA_0126,Superalloys,multi,2,0.7937,0.794,0.7321,0.8169
SUP_QA_0127,Superalloys,single,2,0.9737,0.995,0.9831,0.9733
SUP_QA_0128,Superalloys,multi,2,0.9407,0.9328,0.9379,0.9411
SUP_QA_0129,Superalloys,multi,2,0.6715,0.8557,0.8689,0.8864
SUP_QA_0130,Superalloys,multi,2,0.9902,0.995,0.9698,0.995
SUP_QA_0131,Superalloys,single,2,0.9714,0.995,0.9823,0.9693
SUP_QA_0132,Superalloys,multi,2,0.9902,0.995,0.995,0.9237
SEM_QA_0001,Semiconductors,single,2,0.9119,0.9301,0.8355,0.8518
SEM_QA_0002,Semiconductors,single,2,0.9596,0.9305,0.8277,0.943
SEM_QA_0003,Semiconductors,single,2,0.8317,0.9256,0.7908,0.9335
SEM_QA_0004,Semiconductors,single,2,0.9902,0.995,0.9546,0.9571
SEM_QA_0005,Semiconductors,multi,2,0.8973,0.9317,0.9006,0.8913
SEM_QA_0006,Semiconductors,multi,2,0.7449,0.8692,0.8175,0.9263
SEM_QA_0007,Semiconductors,single,2,0.8318,0.9543,0.8625,0.8472
SEM_QA_0008,Semiconductors,single,2,0.7817,0.8514,0.8828,0.8654
SEM_QA_0009,Semiconductors,single,2,0.9902,0.995,0.9867,0.9878
SEM_QA_0010,Semiconductors,single,2,0.7701,0.7756,0.7513,0.8051
SEM_QA_0011,Semiconductors,single,2,0.5973,0.6006,0.5924,0.6428
SEM_QA_0012,Semiconductors,single,2,0.9871,0.8913,0.8767,0.9011
SEM_QA_0013,Semiconductors,multi,2,0.9825,0.995,0.995,0.995
SEM_QA_0014,Semiconductors,single,2,0.9692,0.995,0.9636,0.9726
SEM_QA_0015,Semiconductors,multi,2,0.9902,0.995,0.995,0.9704
SEM_QA_0016,Semiconductors,single,2,0.7632,0.7311,0.7338,0.7986
SEM_QA_0017,Semiconductors,single,2,0.8894,0.9873,0.9724,0.9485
SEM_QA_0018,Semiconductors,multi,2,0.8745,0.9172,0.9617,0.9712
SEM_QA_0019,Semiconductors,single,2,0.9782,0.9936,0.995,0.995
SEM_QA_0020,Semiconductors,single,2,0.8608,0.9583,0.9037,0.9469
SEM_QA_0021,Semiconductors,single,2,0.9217,0.9352,0.9352,0.9936
SEM_QA_0022,Semiconductors,single,2,0.9208,0.995,0.9677,0.9898
SEM_QA_0023,Semiconductors,single,2,0.7857,0.8139,0.8209,0.9581
SEM_QA_0024,Semiconductors,multi,2,0.6884,0.7142,0.6997,0.7751
SEM_QA_0025,Semiconductors,single,2,0.8627,0.9582,0.9571,0.9665
SEM_QA_0026,Semiconductors,single,2,0.96,0.995,0.9397,0.9849
SEM_QA_0027,Semiconductors,single,2,0.977,0.995,0.9782,0.9807
SEM_QA_0028,Semiconductors,multi,2,0.9632,0.9636,0.9372,0.9478
SEM_QA_0029,Semiconductors,single,2,0.8553,0.902,0.9261,0.8988
SEM_QA_0030,Semiconductors,single,2,0.8533,0.844,0.8728,0.888
SEM_QA_0031,Semiconductors,multi,2,0.9632,0.995,0.9842,0.995
SEM_QA_0032,Semiconductors,single,2,0.9264,0.915,0.9361,0.9737
SEM_QA_0033,Semiconductors,multi,2,0.7621,0.8031,0.7533,0.7843
SEM_QA_0034,Semiconductors,multi,2,0.8801,0.9295,0.8135,0.8373
SEM_QA_0035,Semiconductors,single,2,0.9812,0.995,0.9829,0.9699
SEM_QA_0036,Semiconductors,single,2,0.9802,0.9781,0.995,0.9405
SEM_QA_0037,Semiconductors,multi,2,0.9902,0.995,0.995,0.9727
SEM_QA_0038,Semiconductors,single,2,0.6952,0.6753,0.6982,0.8198
SEM_QA_0039,Semiconductors,multi,2,0.7142,0.7564,0.7172,0.8265
SEM_QA_0040,Semiconductors,multi,2,0.9675,0.9615,0.9506,0.9371
SEM_QA_0041,Semiconductors,single,2,0.9059,0.9094,0.9772,0.9753
SEM_QA_0042,Semiconductors,multi,2,0.9831,0.995,0.9944,0.9662
SEM_QA_0043,Semiconductors,multi,2,0.8625,0.9103,0.7982,0.9118
SEM_QA_0044,Semiconductors,multi,2,0.7382,0.8412,0.7184,0.8426
SEM_QA_0045,Semiconductors,single,2,0.8711,0.9451,0.933,0.9691
SEM_QA_0046,Semiconductors,single,2,0.8014,0.8616,0.8465,0.871
SEM_QA_0047,Semiconductors,single,2,0.9902,0.995,0.995,0.9704
SEM_QA_0048,Semiconductors,multi,2,0.8758,0.9658,0.8578,0.9075
SEM_QA_0049,Semiconductors,multi,2,0.6351,0.737,0.6698,0.8127
SEM_QA_0050,Semiconductors,single,2,0.798,0.9338,0.8279,0.8704
SEM_QA_0051,Semiconductors,single,2,0.9023,0.9222,0.9353,0.9834
SEM_QA_0052,Semiconductors,single,2,0.9902,0.995,0.9906,0.995
SEM_QA_0053,Semiconductors,single,2,0.7277,0.8357,0.8093,0.825
SEM_QA_0054,Semiconductors,single,2,0.7231,0.6737,0.8536,0.7996
SEM_QA_0055,Semiconductors,multi,2,0.6792,0.744,0.659,0.7178
SEM_QA_0056,Semiconductors,multi,2,0.8979,0.9749,0.8985,0.9702
SEM_QA_0057,Semiconductors,multi,2,0.8318,0.8367,0.8501,0.8954
SEM_QA_0058,Semiconductors,multi,2,0.984,0.995,0.9829,0.9823
SEM_QA_0059,Semiconductors,single,2,0.7611,0.7934,0.8348,0.8665
SEM_QA_0060,Semiconductors,single,2,0.847,0.7273,0.8229,0.8766
SEM_QA_0061,Semiconductors,single,2,0.8817,0.995,0.995,0.9791
SEM_QA_0062,Semiconductors,single,2,0.9801,0.9836,0.9739,0.98
SEM_QA_0063,Semiconductors,multi,2,0.918,0.995,0.9944,0.9941
SEM_QA_0064,Semiconductors,multi,2,0.7312,0.9194,0.793,0.8587
SEM_QA_0065,Semiconductors,single,2,0.753,0.8346,0.7675,0.9527
SEM_QA_0066,Semiconductors,multi,2,0.8372,0.9811,0.9645,0.9539
SEM_QA_0067,Semiconductors,single,2,0.978,0.9914,0.9612,0.995
SEM_QA_0068,Semiconductors,multi,2,0.9902,0.995,0.9915,0.988
SEM_QA_0069,Semiconductors,multi,2,0.8466,0.9153,0.8321,0.9047
SEM_QA_0070,Semiconductors,single,2,0.9695,0.995,0.995,0.995
SEM_QA_0071,Semiconductors,single,2,0.9265,0.9876,0.9589,0.9829
SEM_QA_0072,Semiconductors,single,2,0.9698,0.9623,0.9583,0.9375
SEM_QA_0073,Semiconductors,single,2,0.9902,0.995,0.973,0.9706
SEM_QA_0074,Semiconductors,single,2,0.9147,0.995,0.8768,0.9002
SEM_QA_0075,Semiconductors,single,2,0.8031,0.9614,0.9078,0.9649
SEM_QA_0076,Semiconductors,multi,2,0.7532,0.8957,0.8564,0.858
SEM_QA_0077,Semiconductors,single,2,0.9203,0.9254,0.8303,0.9277
SEM_QA_0078,Semiconductors,single,2,0.9753,0.9933,0.9754,0.995
SEM_QA_0079,Semiconductors,multi,2,0.9284,0.995,0.96,0.9489
SEM_QA_0080,Semiconductors,single,2,0.8831,0.9777,0.9161,0.9628
SEM_QA_0081,Semiconductors,single,2,0.9855,0.9395,0.9598,0.9917
SEM_QA_0082,Semiconductors,single,2,0.9872,0.995,0.995,0.9866
SEM_QA_0083,Semiconductors,single,2,0.6555,0.7338,0.6383,0.7638
SEM_QA_0084,Semiconductors,multi,2,0.8844,0.8821,0.93,0.9016
SEM_QA_0085,Semiconductors,single,2,0.9902,0.995,0.9839,0.995
SEM_QA_0086,Semiconductors,multi,2,0.6797,0.8475,0.8528,0.8208
SEM_QA_0087,Semiconductors,multi,2,0.8811,0.9298,0.8488,0.9135
SEM_QA_0088,Semiconductors,single,2,0.8597,0.995,0.9626,0.9146
SEM_QA_0089,Semiconductors,single,2,0.9248,0.995,0.9162,0.9763
SEM_QA_0090,Semiconductors,single,2,0.8835,0.9822,0.9842,0.9914
SEM_QA_0091,Semiconductors,single,2,0.7362,0.6235,0.7182,0.7961
SEM_QA_0092,Semiconductors,single,2,0.8004,0.8714,0.895,0.8681
SEM_QA_0093,Semiconductors,single,2,0.9902,0.995,0.994,0.9897
SEM_QA_0094,Semiconductors,single,2,0.9902,0.995,0.9849,0.971
SEM_QA_0095,Semiconductors,multi,2,0.6968,0.8228,0.6703,0.8474
SEM_QA_0096,Semiconductors,multi,2,0.9795,0.9887,0.969,0.9942
SEM_QA_0097,Semiconductors,single,2,0.9633,0.995,0.9564,0.9834
SEM_QA_0098,Semiconductors,single,2,0.9386,0.995,0.9729,0.98
SEM_QA_0099,Semiconductors,single,2,0.9886,0.995,0.9889,0.9874
SEM_QA_0100,Semiconductors,multi,2,0.9533,0.995,0.8966,0.9751
SEM_QA_0101,Semiconductors,single,2,0.8473,0.995,0.9888,0.9947
SEM_QA_0102,Semiconductors,single,2,0.9815,0.93,0.9678,0.9902
SEM_QA_0103,Semiconductors,multi,2,0.9902,0.995,0.9597,0.995
SEM_QA_0104,Semiconductors,single,2,0.8152,0.7892,0.8731,0.8221
SEM_QA_0105,Semiconductors,multi,2,0.7748,0.9205,0.7775,0.947
SEM_QA_0106,Semiconductors,multi,2,0.9852,0.995,0.9839,0.995
SEM_QA_0107,Semiconductors,single,2,0.9902,0.9828,0.965,0.9906
SEM_QA_0108,Semiconductors,multi,2,0.7821,0.9305,0.8857,0.7953
SEM_QA_0109,Semiconductors,single,2,0.9616,0.995,0.9404,0.981
SEM_QA_0110,Semiconductors,multi,2,0.6139,0.8268,0.791,0.7511
SEM_QA_0111,Semiconductors,single,2,0.9381,0.991,0.9825,0.995
SEM_QA_0112,Semiconductors,single,2,0.9146,0.978,0.9432,0.9555
SEM_QA_0113,Semiconductors,single,2,0.8256,0.8525,0.854,0.8639
SEM_QA_0114,Semiconductors,single,2,0.8853,0.995,0.9059,0.995
SEM_QA_0115,Semiconductors,multi,2,0.8446,0.8122,0.7955,0.7698
SEM_QA_0116,Semiconductors,single,2,0.9902,0.995,0.9785,0.99
SEM_QA_0117,Semiconductors,multi,2,0.9852,0.995,0.995,0.995
SEM_QA_0118,Semiconductors,single,2,0.9552,0.995,0.9441,0.9943
SEM_QA_0119,Semiconductors,single,2,0.9778,0.995,0.995,0.9914
SEM_QA_0120,Semiconductors,single,2,0.7851,0.9269,0.7938,0.8514
SEM_QA_0121,Semiconductors,single,2,0.6164,0.6694,0.7368,0.7402
SEM_QA_0122,Semiconductors,single,2,0.9823,0.995,0.9803,0.9821
SEM_QA_0123,Semiconductors,single,2,0.904,0.995,0.9704,0.9874
SEM_QA_0124,Semiconductors,single,2,0.9902,0.995,0.8393,0.9724
SEM_QA_0125,Semiconductors,single,2,0.9902,0.995,0.9946,0.995
SEM_QA_0126,Semiconductors,multi,2,0.8427,0.985,0.979,0.9866
BAT_QA_0001,Batteries,single,2,0.8483,0.8177,0.8015,0.9041
BAT_QA_0002,Batteries,single,2,0.9902,0.995,0.9667,0.995
BAT_QA_0003,Batteries,multi,2,0.9148,0.992,0.9917,0.9911
BAT_QA_0004,Batteries,single,2,0.8219,0.9843,0.995,0.9921
BAT_QA_0005,Batteries,single,2,0.9574,0.995,0.9909,0.9822
BAT_QA_0006,Batteries,single,2,0.9768,0.995,0.9774,0.9864
BAT_QA_0007,Batteries,multi,2,0.9765,0.9499,0.8927,0.9755
BAT_QA_0008,Batteries,single,2,0.9763,0.995,0.9797,0.995
BAT_QA_0009,Batteries,single,2,0.8948,0.984,0.8867,0.995
BAT_QA_0010,Batteries,single,2,0.986,0.9763,0.992,0.9662
BAT_QA_0011,Batteries,single,2,0.9231,0.9188,0.9194,0.9865
BAT_QA_0012,Batteries,single,2,0.8369,0.8795,0.9307,0.9077
BAT_QA_0013,Batteries,single,2,0.9902,0.995,0.9887,0.995
BAT_QA_0014,Batteries,multi,2,0.9854,0.9337,0.9861,0.9894
BAT_QA_0015,Batteries,multi,2,0.9902,0.9926,0.9939,0.9878
BAT_QA_0016,Batteries,single,2,0.7044,0.7559,0.6489,0.6899
BAT_QA_0017,Batteries,multi,2,0.7032,0.9453,0.8922,0.8911
BAT_QA_0018,Batteries,single,2,0.6791,0.7108,0.646,0.7684
BAT_QA_0019,Batteries,single,2,0.9395,0.9569,0.9694,0.995
BAT_QA_0020,Batteries,single,2,0.5171,0.5695,0.4468,0.5476
BAT_QA_0021,Batteries,single,2,0.7257,0.721,0.7027,0.8603
BAT_QA_0022,Batteries,multi,2,0.672,0.7571,0.7663,0.8343
BAT_QA_0023,Batteries,single,2,0.9814,0.9781,0.9435,0.995
BAT_QA_0024,Batteries,single,2,0.8245,0.995,0.9391,0.9692
BAT_QA_0025,Batteries,single,2,0.9902,0.995,0.9208,0.991
BAT_QA_0026,Batteries,multi,2,0.8046,0.8451,0.8252,0.8882
BAT_QA_0027,Batteries,single,2,0.9733,0.995,0.995,0.995
BAT_QA_0028,Batteries,single,2,0.9447,0.9758,0.9458,0.9245
BAT_QA_0029,Batteries,single,2,0.9811,0.9866,0.9803,0.992
BAT_QA_0030,Batteries,single,2,0.9895,0.9912,0.9375,0.9897
BAT_QA_0031,Batteries,multi,2,0.9902,0.995,0.935,0.995
BAT_QA_0032,Batteries,multi,2,0.9863,0.995,0.9373,0.995
BAT_QA_0033,Batteries,single,2,0.966,0.995,0.995,0.9922
BAT_QA_0034,Batteries,single,2,0.8955,0.9815,0.7979,0.9195
BAT_QA_0035,Batteries,multi,2,0.9445,0.995,0.9727,0.995
BAT_QA_0036,Batteries,single,2,0.9845,0.9876,0.9865,0.995
BAT_QA_0037,Batteries,multi,2,0.8298,0.8,0.7787,0.8332
BAT_QA_0038,Batteries,single,2,0.9401,0.9584,0.8848,0.9931
BAT_QA_0039,Batteries,multi,2,0.7607,0.8455,0.7773,0.8735
BAT_QA_0040,Batteries,single,2,0.9902,0.995,0.9855,0.9949
BAT_QA_0041,Batteries,single,2,0.8291,0.8167,0.8281,0.8971
BAT_QA_0042,Batteries,multi,2,0.8294,0.9755,0.9042,0.9583
BAT_QA_0043,Batteries,single,2,0.913,0.995,0.995,0.9928
BAT_QA_0044,Batteries,single,2,0.8754,0.995,0.9009,0.9187
BAT_QA_0045,Batteries,multi,2,0.9902,0.995,0.977,0.9745
BAT_QA_0046,Batteries,multi,2,0.7785,0.8085,0.7866,0.7221
BAT_QA_0047,Batteries,single,2,0.8863,0.9847,0.914,0.931
BAT_QA_0048,Batteries,single,2,0.9683,0.9413,0.9383,0.9641
BAT_QA_0049,Batteries,single,2,0.8442,0.8579,0.8974,0.9415
BAT_QA_0050,Batteries,single,2,0.859,0.8494,0.8294,0.8985
BAT_QA_0051,Batteries,single,2,0.7989,0.7974,0.7735,0.804
BAT_QA_0052,Batteries,single,2,0.8521,0.8482,0.8132,0.8222
BAT_QA_0053,Batteries,single,2,0.7282,0.9108,0.8354,0.905
BAT_QA_0054,Batteries,single,2,0.9769,0.995,0.9934,0.995
BAT_QA_0055,Batteries,single,2,0.8157,0.8056,0.7976,0.9181
BAT_QA_0056,Batteries,single,2,0.9636,0.9938,0.9116,0.9751
BAT_QA_0057,Batteries,multi,2,0.9686,0.9885,0.9307,0.9872
BAT_QA_0058,Batteries,single,2,0.9686,0.995,0.8447,0.9427
BAT_QA_0059,Batteries,single,2,0.9077,0.9398,0.9825,0.9493
BAT_QA_0060,Batteries,multi,2,0.7991,0.8173,0.8074,0.8693
BAT_QA_0061,Batteries,single,2,0.7947,0.7373,0.8019,0.8418
BAT_QA_0062,Batteries,multi,2,0.74,0.7046,0.7484,0.79
BAT_QA_0063,Batteries,single,2,0.9591,0.949,0.899,0.9514
BAT_QA_0064,Batteries,single,2,0.9568,0.995,0.9909,0.9838
BAT_QA_0065,Batteries,single,2,0.9755,0.995,0.995,0.9863
