query_id,domain,question_type,run,faithfulness,answer_relevancy,context_recall,context_precision
SUP_QA_0097,Superalloys,multi,3,0.9295,0.7555,0.9032,0.9649
SUP_QA_0098,Superalloys,single,3,0.6516,0.5434,0.7206,0.6712
SUP_QA_0099,Superalloys,single,3,0.995,0.995,0.9523,0.9871
SUP_QA_0100,Superalloys,multi,3,0.582,0.5432,0.7816,0.7593
SUP_QA_0101,Superalloys,single,3,0.8879,0.873,0.995,0.9039
SUP_QA_0102,Superalloys,multi,3,0.9815,0.921,0.8914,0.8305
SUP_QA_0103,Superalloys,multi,3,0.995,0.995,0.995,0.995
SUP_QA_0104,Superalloys,single,3,0.7285,0.7542,0.9519,0.8028
SUP_QA_0105,Superalloys,single,3,0.995,0.995,0.995,0.995
SUP_QA_0106,Superalloys,single,3,0.9651,0.8049,0.8738,0.8524
SUP_QA_0107,Superalloys,single,3,0.8555,0.7851,0.9274,0.7918
SUP_QA_0108,Superalloys,single,3,0.9088,0.8616,0.9259,0.9236
SUP_QA_0109,Superalloys,single,3,0.8619,0.8825,0.8807,0.937
SUP_QA_0110,Superalloys,single,3,0.995,0.995,0.995,0.995
SUP_QA_0111,Superalloys,single,3,0.9539,0.861,0.9253,0.8696
SUP_QA_0112,Superalloys,multi,3,0.995,0.9714,0.995,0.995
SUP_QA_0113,Superalloys,single,3,0.8366,0.8621,0.9082,0.9272
SUP_QA_0114,Superalloys,single,3,0.6773,0.5125,0.648,0.6604
SUP_QA_0115,Superalloys,multi,3,0.8959,0.8763,0.9452,0.9326
SUP_QA_0116,Superalloys,multi,3,0.9858,0.9451,0.9589,0.9396
SUP_QA_0117,Superalloys,multi,3,0.9356,0.9363,0.995,0.968
SUP_QA_0118,Superalloys,single,3,0.9358,0.8269,0.9103,0.9414
SUP_QA_0119,Superalloys,single,3,0.9768,0.9452,0.995,0.995
SUP_QA_0120,Superalloys,single,3,0.7923,0.6305,0.8204,0.8549
SUP_QA_0121,Superalloys,single,3,0.7339,0.6099,0.8143,0.6915
SUP_QA_0122,Superalloys,single,3,0.995,0.995,0.995,0.995
SUP_QA_0123,Superalloys,single,3,0.995,0.995,0.995,0.995
SUP_QA_0124,Superalloys,single,3,0.6825,0.6084,0.7762,0.8152
SUP_QA_0125,Superalloys,multi,3,0.8725,0.9381,0.9142,0.9465
SUP_QA_0126,Superalloys,multi,3,0.7389,0.6954,0.7401,0.7726
SUP_QA_0127,Superalloys,single,3,0.995,0.965,0.995,0.995
SUP_QA_0128,Superalloys,multi,3,0.955,0.8963,0.9626,0.9316
SUP_QA_0129,Superalloys,multi,3,0.7115,0.8147,0.8473,0.8669
SUP_QA_0130,Superalloys,multi,3,0.995,0.9883,0.987,0.995
SUP_QA_0131,Superalloys,single,3,0.995,0.8877,0.995,0.9521
SUP_QA_0132,Superalloys,multi,3,0.995,0.9812,0.995,0.907
SEM_QA_0001,Semiconductors,single,1,0.8213,0.9303,0.8888,0.8925
SEM_QA_0002,Semiconductors,single,1,0.984,0.8675,0.8635,0.9627
SEM_QA_0003,Semiconductors,single,1,0.828,0.8141,0.8115,0.903
SEM_QA_0004,Semiconductors,single,1,0.995,0.995,0.9855,0.995
SEM_QA_0005,Semiconductors,multi,1,0.9545,0.8502,0.8984,0.942
SEM_QA_0006,Semiconductors,multi,1,0.8051,0.8427,0.9172,0.9154
SEM_QA_0007,Semiconductors,single,1,0.8375,0.8794,0.8907,0.9247
SEM_QA_0008,Semiconductors,single,1,0.7897,0.8598,0.9138,0.8528
SEM_QA_0009,Semiconductors,single,1,0.995,0.995,0.9927,0.995
SEM_QA_0010,Semiconductors,single,1,0.7628,0.7593,0.7641,0.7794
SEM_QA_0011,Semiconductors,single,1,0.5621,0.3999,0.5501,0.6202
SEM_QA_0012,Semiconductors,single,1,0.995,0.8767,0.8307,0.9095
SEM_QA_0013,Semiconductors,multi,1,0.995,0.995,0.995,0.995
SEM_QA_0014,Semiconductors,single,1,0.991,0.987,0.995,0.995
SEM_QA_0015,Semiconductors,multi,1,0.995,0.995,0.995,0.995
SEM_QA_0016,Semiconductors,single,1,0.7533,0.6616,0.7415,0.8062
SEM_QA_0017,Semiconductors,single,1,0.9114,0.9629,0.9696,0.9545
SEM_QA_0018,Semiconductors,multi,1,0.922,0.8462,0.8917,0.97
SEM_QA_0019,Semiconductors,single,1,0.995,0.995,0.995,0.995
SEM_QA_0020,Semiconductors,single,1,0.8491,0.9009,0.9409,0.9594
SEM_QA_0021,Semiconductors,single,1,0.9367,0.8658,0.995,0.995
SEM_QA_0022,Semiconductors,single,1,0.9908,0.995,0.995,0.995
SEM_QA_0023,Semiconductors,single,1,0.7792,0.7036,0.8426,0.9224
SEM_QA_0024,Semiconductors,multi,1,0.6794,0.6768,0.6639,0.766
SEM_QA_0025,Semiconductors,single,1,0.9461,0.8962,0.9811,0.9881
SEM_QA_0026,Semiconductors,single,1,0.9541,0.958,0.9364,0.995
SEM_QA_0027,Semiconductors,single,1,0.995,0.9643,0.995,0.9843
SEM_QA_0028,Semiconductors,multi,1,0.995,0.9901,0.9431,0.9806
SEM_QA_0029,Semiconductors,single,1,0.9408,0.85,0.9922,0.957
SEM_QA_0030,Semiconductors,single,1,0.8204,0.7503,0.8441,0.8809
SEM_QA_0031,Semiconductors,multi,1,0.995,0.995,0.995,0.995
SEM_QA_0032,Semiconductors,single,1,0.9447,0.8655,0.9356,0.9382
SEM_QA_0033,Semiconductors,multi,1,0.7852,0.7497,0.776,0.7948
SEM_QA_0034,Semiconductors,multi,1,0.8275,0.883,0.7954,0.8395
SEM_QA_0035,Semiconductors,single,1,0.995,0.995,0.995,0.995
SEM_QA_0036,Semiconductors,single,1,0.995,0.9766,0.995,0.9649
SEM_QA_0037,Semiconductors,multi,1,0.995,0.995,0.995,0.995
SEM_QA_0038,Semiconductors,single,1,0.7418,0.5561,0.6939,0.8103
SEM_QA_0039,Semiconductors,multi,1,0.7306,0.7199,0.759,0.8076
SEM_QA_0040,Semiconductors,multi,1,0.9295,0.8836,0.9354,0.9213
SEM_QA_0041,Semiconductors,single,1,0.8963,0.8494,0.9916,0.995
SEM_QA_0042,Semiconductors,multi,1,0.995,0.9852,0.995,0.995
SEM_QA_0043,Semiconductors,multi,1,0.8324,0.8691,0.7941,0.8979
SEM_QA_0044,Semiconductors,multi,1,0.7047,0.7468,0.768,0.8689
SEM_QA_0045,Semiconductors,single,1,0.9266,0.9193,0.9632,0.9572
SEM_QA_0046,Semiconductors,single,1,0.8167,0.7739,0.8883,0.9006
SEM_QA_0047,Semiconductors,single,1,0.995,0.995,0.995,0.995
SEM_QA_0048,Semiconductors,multi,1,0.8876,0.8906,0.8837,0.9668
SEM_QA_0049,Semiconductors,multi,1,0.6295,0.6071,0.6345,0.7967
SEM_QA_0050,Semiconductors,single,1,0.7986,0.8356,0.7934,0.8113
SEM_QA_0051,Semiconductors,single,1,0.9319,0.9602,0.9911,0.9875
SEM_QA_0052,Semiconductors,single,1,0.995,0.995,0.995,0.995
SEM_QA_0053,Semiconductors,single,1,0.7238,0.7757,0.7674,0.7786
SEM_QA_0054,Semiconductors,single,1,0.7578,0.6402,0.7971,0.806
SEM_QA_0055,Semiconductors,multi,1,0.7006,0.5949,0.6597,0.7164
SEM_QA_0056,Semiconductors,multi,1,0.9599,0.995,0.9668,0.995
SEM_QA_0057,Semiconductors,multi,1,0.8419,0.7648,0.8878,0.8662
SEM_QA_0058,Semiconductors,multi,1,0.995,0.995,0.995,0.995
SEM_QA_0059,Semiconductors,single,1,0.7453,0.7583,0.8093,0.8602
SEM_QA_0060,Semiconductors,single,1,0.8891,0.6692,0.8307,0.8925
SEM_QA_0061,Semiconductors,single,1,0.9212,0.9903,0.995,0.995
SEM_QA_0062,Semiconductors,single,1,0.995,0.995,0.9504,0.9949
SEM_QA_0063,Semiconductors,multi,1,0.9065,0.995,0.995,0.995
SEM_QA_0064,Semiconductors,multi,1,0.7421,0.8838,0.8166,0.8437
SEM_QA_0065,Semiconductors,single,1,0.7712,0.7388,0.8158,0.9224
SEM_QA_0066,Semiconductors,multi,1,0.8752,0.995,0.995,0.9921
SEM_QA_0067,Semiconductors,single,1,0.995,0.9944,0.995,0.995
SEM_QA_0068,Semiconductors,multi,1,0.9881,0.995,0.995,0.995
SEM_QA_0069,Semiconductors,multi,1,0.9516,0.8122,0.8258,0.946
SEM_QA_0070,Semiconductors,single,1,0.9726,0.995,0.995,0.995
SEM_QA_0071,Semiconductors,single,1,0.962,0.995,0.9021,0.995
SEM_QA_0072,Semiconductors,single,1,0.9421,0.9816,0.9389,0.9255
SEM_QA_0073,Semiconductors,single,1,0.995,0.995,0.995,0.995
SEM_QA_0074,Semiconductors,single,1,0.93,0.995,0.9769,0.9248
SEM_QA_0075,Semiconductors,single,1,0.8995,0.89,0.8625,0.995
SEM_QA_0076,Semiconductors,multi,1,0.7724,0.826,0.8405,0.8578
SEM_QA_0077,Semiconductors,single,1,0.958,0.8973,0.9031,0.9551
SEM_QA_0078,Semiconductors,single,1,0.995,0.9841,0.995,0.995
SEM_QA_0079,Semiconductors,multi,1,0.9869,0.9765,0.9554,0.9576
SEM_QA_0080,Semiconductors,single,1,0.947,0.8454,0.9836,0.9452
SEM_QA_0081,Semiconductors,single,1,0.995,0.9273,0.995,0.995
SEM_QA_0082,Semiconductors,single,1,0.995,0.995,0.995,0.995
SEM_QA_0083,Semiconductors,single,1,0.7049,0.6558,0.6158,0.716
SEM_QA_0084,Semiconductors,multi,1,0.8384,0.8406,0.9691,0.9463
SEM_QA_0085,Semiconductors,single,1,0.995,0.995,0.995,0.9879
SEM_QA_0086,Semiconductors,multi,1,0.7885,0.7689,0.856,0.8229
SEM_QA_0087,Semiconductors,multi,1,0.882,0.9657,0.8833,0.9047
SEM_QA_0088,Semiconductors,single,1,0.86,0.9073,0.9893,0.952
SEM_QA_0089,Semiconductors,single,1,0.9166,0.8879,0.9007,0.9289
SEM_QA_0090,Semiconductors,single,1,0.9589,0.995,0.995,0.995
SEM_QA_0091,Semiconductors,single,1,0.7502,0.633,0.697,0.825
SEM_QA_0092,Semiconductors,single,1,0.8443,0.82,0.8957,0.9399
SEM_QA_0093,Semiconductors,single,1,0.995,0.995,0.995,0.995
SEM_QA_0094,Semiconductors,single,1,0.995,0.995,0.995,0.995
SEM_QA_0095,Semiconductors,multi,1,0.7289,0.7242,0.6367,0.8235
SEM_QA_0096,Semiconductors,multi,1,0.995,0.995,0.9684,0.995
SEM_QA_0097,Semiconductors,single,1,0.995,0.995,0.995,0.995
SEM_QA_0098,Semiconductors,single,1,0.9861,0.995,0.9785,0.995
SEM_QA_0099,Semiconductors,single,1,0.995,0.995,0.995,0.995
SEM_QA_0100,Semiconductors,multi,1,0.9249,0.9745,0.943,0.995
SEM_QA_0101,Semiconductors,single,1,0.9216,0.995,0.992,0.995
SEM_QA_0102,Semiconductors,single,1,0.995,0.9107,0.9611,0.995
SEM_QA_0103,Semiconductors,multi,1,0.995,0.995,0.995,0.995
SEM_QA_0104,Semiconductors,single,1,0.8457,0.7508,0.8698,0.8297
SEM_QA_0105,Semiconductors,multi,1,0.8074,0.8278,0.7637,0.9421
SEM_QA_0106,Semiconductors,multi,1,0.995,0.995,0.995,0.995
SEM_QA_0107,Semiconductors,single,1,0.995,0.995,0.995,0.995
SEM_QA_0108,Semiconductors,multi,1,0.7696,0.832,0.8555,0.8205
SEM_QA_0109,Semiconductors,single,1,0.9729,0.995,0.9776,0.995
SEM_QA_0110,Semiconductors,multi,1,0.64,0.753,0.7431,0.7614
SEM_QA_0111,Semiconductors,single,1,0.995,0.9801,0.9576,0.995
SEM_QA_0112,Semiconductors,single,1,0.9522,0.9332,0.9352,0.9933
SEM_QA_0113,Semiconductors,single,1,0.8352,0.9101,0.8414,0.8581
SEM_QA_0114,Semiconductors,single,1,0.9849,0.995,0.9564,0.995
SEM_QA_0115,Semiconductors,multi,1,0.9079,0.8135,0.767,0.8226
SEM_QA_0116,Semiconductors,single,1,0.995,0.9866,0.9854,0.995
SEM_QA_0117,Semiconductors,multi,1,0.995,0.995,0.995,0.995
SEM_QA_0118,Semiconductors,single,1,0.995,0.9623,0.9491,0.995
SEM_QA_0119,Semiconductors,single,1,0.995,0.953,0.995,0.995
SEM_QA_0120,Semiconductors,single,1,0.8107,0.8444,0.7592,0.8895
SEM_QA_0121,Semiconductors,single,1,0.5691,0.6356,0.7456,0.7436
SEM_QA_0122,Semiconductors,single,1,0.995,0.969,0.9579,0.995
SEM_QA_0123,Semiconductors,single,1,0.8815,0.995,0.9704,0.995
SEM_QA_0124,Semiconductors,single,1,0.9569,0.984,0.8767,0.995
SEM_QA_0125,Semiconductors,single,1,0.995,0.995,0.995,0.995
SEM_QA_0126,Semiconductors,multi,1,0.956,0.9949,0.995,0.995
SEM_QA_0001,Semiconductors,single,2,0.884,0.8946,0.8306,0.8509
SEM_QA_0002,Semiconductors,single,2,0.9816,0.9087,0.8337,0.9561
SEM_QA_0003,Semiconductors,single,2,0.8431,0.9024,0.7896,0.9228
SEM_QA_0004,Semiconductors,single,2,0.995,0.995,0.9567,0.995
SEM_QA_0005,Semiconductors,multi,2,0.891,0.8978,0.8841,0.8999
SEM_QA_0006,Semiconductors,multi,2,0.7444,0.8255,0.806,0.92
SEM_QA_0007,Semiconductors,single,2,0.8046,0.9057,0.8512,0.8397
SEM_QA_0008,Semiconductors,single,2,0.7497,0.8249,0.9016,0.8464
SEM_QA_0009,Semiconductors,single,2,0.995,0.995,0.9922,0.995
SEM_QA_0010,Semiconductors,single,2,0.7213,0.727,0.7132,0.7816
SEM_QA_0011,Semiconductors,single,2,0.547,0.5138,0.5478,0.6029
SEM_QA_0012,Semiconductors,single,2,0.9845,0.8708,0.8816,0.9204
SEM_QA_0013,Semiconductors,multi,2,0.995,0.995,0.995,0.995
SEM_QA_0014,Semiconductors,single,2,0.9863,0.995,0.9823,0.9821
SEM_QA_0015,Semiconductors,multi,2,0.995,0.995,0.995,0.995
SEM_QA_0016,Semiconductors,single,2,0.737,0.6826,0.6983,0.7769
SEM_QA_0017,Semiconductors,single,2,0.9103,0.9706,0.9737,0.9482
SEM_QA_0018,Semiconductors,multi,2,0.8712,0.8898,0.9713,0.9608
SEM_QA_0019,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0020,Semiconductors,single,2,0.8088,0.9249,0.8986,0.9501
SEM_QA_0021,Semiconductors,single,2,0.9096,0.8994,0.9297,0.995
SEM_QA_0022,Semiconductors,single,2,0.9215,0.9857,0.9879,0.995
SEM_QA_0023,Semiconductors,single,2,0.7464,0.7556,0.7919,0.9368
SEM_QA_0024,Semiconductors,multi,2,0.6328,0.6521,0.6689,0.7392
SEM_QA_0025,Semiconductors,single,2,0.8698,0.9384,0.956,0.9677
SEM_QA_0026,Semiconductors,single,2,0.9569,0.9771,0.9416,0.9915
SEM_QA_0027,Semiconductors,single,2,0.985,0.9918,0.9711,0.9928
SEM_QA_0028,Semiconductors,multi,2,0.975,0.951,0.9497,0.9747
SEM_QA_0029,Semiconductors,single,2,0.8658,0.8947,0.9328,0.9112
SEM_QA_0030,Semiconductors,single,2,0.811,0.8022,0.8561,0.8646
SEM_QA_0031,Semiconductors,multi,2,0.995,0.995,0.995,0.995
SEM_QA_0032,Semiconductors,single,2,0.9353,0.8884,0.9469,0.9647
SEM_QA_0033,Semiconductors,multi,2,0.7515,0.7751,0.7293,0.7637
SEM_QA_0034,Semiconductors,multi,2,0.8658,0.8838,0.7994,0.806
SEM_QA_0035,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0036,Semiconductors,single,2,0.9781,0.9618,0.995,0.9438
SEM_QA_0037,Semiconductors,multi,2,0.995,0.995,0.995,0.995
SEM_QA_0038,Semiconductors,single,2,0.714,0.584,0.6547,0.7901
SEM_QA_0039,Semiconductors,multi,2,0.6787,0.7524,0.698,0.7966
SEM_QA_0040,Semiconductors,multi,2,0.9563,0.9495,0.9657,0.9235
SEM_QA_0041,Semiconductors,single,2,0.8969,0.8697,0.9887,0.9761
SEM_QA_0042,Semiconductors,multi,2,0.995,0.995,0.995,0.955
SEM_QA_0043,Semiconductors,multi,2,0.839,0.8888,0.7703,0.9011
SEM_QA_0044,Semiconductors,multi,2,0.7135,0.7971,0.7185,0.8277
SEM_QA_0045,Semiconductors,single,2,0.8838,0.9314,0.9275,0.9607
SEM_QA_0046,Semiconductors,single,2,0.7678,0.8248,0.8222,0.8644
SEM_QA_0047,Semiconductors,single,2,0.995,0.995,0.995,0.9715
SEM_QA_0048,Semiconductors,multi,2,0.8625,0.9562,0.8721,0.8986
SEM_QA_0049,Semiconductors,multi,2,0.5995,0.6693,0.6781,0.7983
SEM_QA_0050,Semiconductors,single,2,0.7929,0.8761,0.8168,0.8505
SEM_QA_0051,Semiconductors,single,2,0.9104,0.9062,0.9553,0.9897
SEM_QA_0052,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0053,Semiconductors,single,2,0.6808,0.7817,0.7547,0.7789
SEM_QA_0054,Semiconductors,single,2,0.7154,0.594,0.8242,0.7817
SEM_QA_0055,Semiconductors,multi,2,0.6445,0.6649,0.6052,0.7193
SEM_QA_0056,Semiconductors,multi,2,0.9109,0.9729,0.904,0.9806
SEM_QA_0057,Semiconductors,multi,2,0.8048,0.771,0.8365,0.8713
SEM_QA_0058,Semiconductors,multi,2,0.995,0.995,0.995,0.995
SEM_QA_0059,Semiconductors,single,2,0.7741,0.7706,0.8158,0.8459
SEM_QA_0060,Semiconductors,single,2,0.8308,0.655,0.8008,0.8445
SEM_QA_0061,Semiconductors,single,2,0.865,0.995,0.9904,0.995
SEM_QA_0062,Semiconductors,single,2,0.9799,0.995,0.9659,0.9906
SEM_QA_0063,Semiconductors,multi,2,0.9219,0.995,0.995,0.995
SEM_QA_0064,Semiconductors,multi,2,0.738,0.8966,0.7601,0.8559
SEM_QA_0065,Semiconductors,single,2,0.7027,0.763,0.7631,0.914
SEM_QA_0066,Semiconductors,multi,2,0.8414,0.9558,0.9851,0.9569
SEM_QA_0067,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0068,Semiconductors,multi,2,0.993,0.995,0.995,0.995
SEM_QA_0069,Semiconductors,multi,2,0.8486,0.8748,0.832,0.9172
SEM_QA_0070,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0071,Semiconductors,single,2,0.9242,0.995,0.9331,0.995
SEM_QA_0072,Semiconductors,single,2,0.9213,0.9341,0.9496,0.9485
SEM_QA_0073,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0074,Semiconductors,single,2,0.9197,0.995,0.8809,0.8996
SEM_QA_0075,Semiconductors,single,2,0.804,0.929,0.8916,0.9818
SEM_QA_0076,Semiconductors,multi,2,0.7346,0.8322,0.8471,0.8544
SEM_QA_0077,Semiconductors,single,2,0.9378,0.909,0.8213,0.9031
SEM_QA_0078,Semiconductors,single,2,0.995,0.9938,0.9645,0.995
SEM_QA_0079,Semiconductors,multi,2,0.922,0.99,0.9601,0.9255
SEM_QA_0080,Semiconductors,single,2,0.8921,0.9459,0.9338,0.9615
SEM_QA_0081,Semiconductors,single,2,0.995,0.9287,0.9672,0.995
SEM_QA_0082,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0083,Semiconductors,single,2,0.6769,0.6765,0.5918,0.7133
SEM_QA_0084,Semiconductors,multi,2,0.8641,0.8365,0.9381,0.9062
SEM_QA_0085,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0086,Semiconductors,multi,2,0.6981,0.7951,0.8345,0.7968
SEM_QA_0087,Semiconductors,multi,2,0.8632,0.8951,0.8331,0.9087
SEM_QA_0088,Semiconductors,single,2,0.8359,0.9551,0.9567,0.9142
SEM_QA_0089,Semiconductors,single,2,0.9468,0.9656,0.9186,0.965
SEM_QA_0090,Semiconductors,single,2,0.8877,0.9733,0.9771,0.995
SEM_QA_0091,Semiconductors,single,2,0.6909,0.6025,0.6899,0.7816
SEM_QA_0092,Semiconductors,single,2,0.7694,0.8661,0.8847,0.8616
SEM_QA_0093,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0094,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0095,Semiconductors,multi,2,0.6652,0.7603,0.6112,0.8272
SEM_QA_0096,Semiconductors,multi,2,0.995,0.995,0.9598,0.995
SEM_QA_0097,Semiconductors,single,2,0.995,0.995,0.9806,0.995
SEM_QA_0098,Semiconductors,single,2,0.961,0.995,0.995,0.995
SEM_QA_0099,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0100,Semiconductors,multi,2,0.9615,0.9798,0.9043,0.9673
SEM_QA_0101,Semiconductors,single,2,0.8593,0.995,0.9867,0.995
SEM_QA_0102,Semiconductors,single,2,0.995,0.9241,0.9687,0.9912
SEM_QA_0103,Semiconductors,multi,2,0.995,0.995,0.9723,0.995
SEM_QA_0104,Semiconductors,single,2,0.811,0.7374,0.8443,0.8034
SEM_QA_0105,Semiconductors,multi,2,0.7619,0.8792,0.757,0.9226
SEM_QA_0106,Semiconductors,multi,2,0.995,0.995,0.995,0.995
SEM_QA_0107,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0108,Semiconductors,multi,2,0.7343,0.9065,0.8666,0.7614
SEM_QA_0109,Semiconductors,single,2,0.9721,0.995,0.9631,0.995
SEM_QA_0110,Semiconductors,multi,2,0.5901,0.7902,0.7492,0.7188
SEM_QA_0111,Semiconductors,single,2,0.954,0.9763,0.995,0.995
SEM_QA_0112,Semiconductors,single,2,0.8893,0.9539,0.942,0.9631
SEM_QA_0113,Semiconductors,single,2,0.8185,0.8361,0.8763,0.8548
SEM_QA_0114,Semiconductors,single,2,0.9031,0.995,0.9054,0.995
SEM_QA_0115,Semiconductors,multi,2,0.8296,0.795,0.7832,0.7658
SEM_QA_0116,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0117,Semiconductors,multi,2,0.995,0.995,0.995,0.995
SEM_QA_0118,Semiconductors,single,2,0.9456,0.995,0.9409,0.995
SEM_QA_0119,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0120,Semiconductors,single,2,0.7567,0.9065,0.7586,0.8287
SEM_QA_0121,Semiconductors,single,2,0.5631,0.6224,0.7031,0.7383
SEM_QA_0122,Semiconductors,single,2,0.9541,0.995,0.9673,0.995
SEM_QA_0123,Semiconductors,single,2,0.9372,0.995,0.9639,0.995
SEM_QA_0124,Semiconductors,single,2,0.9892,0.995,0.8319,0.9568
SEM_QA_0125,Semiconductors,single,2,0.995,0.995,0.995,0.995
SEM_QA_0126,Semiconductors,multi,2,0.8544,0.974,0.973,0.995
SEM_QA_0001,Semiconductors,single,3,0.8436,0.8669,0.8609,0.8335
SEM_QA_0002,Semiconductors,single,3,0.9851,0.8313,0.8252,0.9586
SEM_QA_0003,Semiconductors,single,3,0.8651,0.844,0.841,0.8622
SEM_QA_0004,Semiconductors,single,3,0.995,0.995,0.995,0.995
SEM_QA_0005,Semiconductors,multi,3,0.9298,0.8096,0.9012,0.8686
SEM_QA_0006,Semiconductors,multi,3,0.7834,0.8697,0.8786,0.833
SEM_QA_0007,Semiconductors,single,3,0.8209,0.863,0.8657,0.8319
SEM_QA_0008,Semiconductors,single,3,0.7869,0.9052,0.9051,0.8405
SEM_QA_0009,Semiconductors,single,3,0.995,0.995,0.995,0.9263
SEM_QA_0010,Semiconductors,single,3,0.7311,0.7238,0.8041,0.7625
SEM_QA_0011,Semiconductors,single,3,0.54,0.4127,0.6082,0.5946
SEM_QA_0012,Semiconductors,single,3,0.995,0.8565,0.9078,0.9344
SEM_QA_0013,Semiconductors,multi,3,0.995,0.995,0.995,0.995
SEM_QA_0014,Semiconductors,single,3,0.9556,0.9764,0.995,0.9609
SEM_QA_0015,Semiconductors,multi,3,0.995,0.995,0.995,0.995
SEM_QA_0016,Semiconductors,single,3,0.7881,0.6862,0.7641,0.7535
SEM_QA_0017,Semiconductors,single,3,0.9369,0.9544,0.995,0.904
SEM_QA_0018,Semiconductors,multi,3,0.9541,0.8243,0.9731,0.9444
SEM_QA_0019,Semiconductors,single,3,0.995,0.995,0.995,0.995
SEM_QA_0020,Semiconductors,single,3,0.8004,0.9198,0.9554,0.9104
SEM_QA_0021,Semiconductors,single,3,0.8901,0.8768,0.9793,0.9447
SEM_QA_0022,Semiconductors,single,3,0.9399,0.9539,0.995,0.995
SEM_QA_0023,Semiconductors,single,3,0.7803,0.649,0.8564,0.9157
SEM_QA_0024,Semiconductors,multi,3,0.636,0.5832,0.72,0.7193
SEM_QA_0025,Semiconductors,single,3,0.8969,0.9048,0.995,0.9347
SEM_QA_0026,Semiconductors,single,3,0.9641,0.8853,0.995,0.945
SEM_QA_0027,Semiconductors,single,3,0.9677,0.9283,0.995,0.995
SEM_QA_0028,Semiconductors,multi,3,0.995,0.9759,0.9711,0.9365
SEM_QA_0029,Semiconductors,single,3,0.8928,0.8577,0.9444,0.9327
SEM_QA_0030,Semiconductors,single,3,0.8377,0.7953,0.8761,0.8769
SEM_QA_0031,Semiconductors,multi,3,0.995,0.995,0.995,0.995
SEM_QA_0032,Semiconductors,single,3,0.9164,0.8595,0.9652,0.9105
SEM_QA_0033,Semiconductors,multi,3,0.7766,0.7138,0.7394,0.7896
SEM_QA_0034,Semiconductors,multi,3,0.8512,0.8164,0.8184,0.8072
SEM_QA_0035,Semiconductors,single,3,0.995,0.995,0.995,0.995
SEM_QA_0036,Semiconductors,single,3,0.9853,0.9661,0.995,0.9372
SEM_QA_0037,Semiconductors,multi,3,0.995,0.995,0.995,0.995
SEM_QA_0038,Semiconductors,single,3,0.7326,0.5281,0.7035,0.7429
SEM_QA_0039,Semiconductors,multi,3,0.7106,0.7478,0.8441,0.7576
SEM_QA_0040,Semiconductors,multi,3,0.926,0.9438,0.9629,0.9381
SEM_QA_0041,Semiconductors,single,3,0.8964,0.8297,0.9925,0.8805
SEM_QA_0042,Semiconductors,multi,3,0.995,0.9703,0.995,0.995
SEM_QA_0043,Semiconductors,multi,3,0.856,0.8814,0.7979,0.8535
SEM_QA_0044,Semiconductors,multi,3,0.7239,0.7552,0.8045,0.809
SEM_QA_0045,Semiconductors,single,3,0.9141,0.8776,0.9532,0.9296
SEM_QA_0046,Semiconductors,single,3,0.8111,0.7674,0.9055,0.8604
SEM_QA_0047,Semiconductors,single,3,0.995,0.995,0.995,0.9393
SEM_QA_0048,Semiconductors,multi,3,0.896,0.864,0.8741,0.9002
SEM_QA_0049,Semiconductors,multi,3,0.6868,0.5699,0.644,0.7838
SEM_QA_0050,Semiconductors,single,3,0.7624,0.8048,0.8167,0.7994
SEM_QA_0051,Semiconductors,single,3,0.899,0.894,0.995,0.9829
SEM_QA_0052,Semiconductors,single,3,0.995,0.995,0.995,0.995
SEM_QA_0053,Semiconductors,single,3,0.7263,0.7718,0.8366,0.7792
SEM_QA_0054,Semiconductors,single,3,0.7267,0.6351,0.795,0.7567
SEM_QA_0055,Semiconductors,multi,3,0.6624,0.6085,0.6403,0.6766
SEM_QA_0056,Semiconductors,multi,3,0.9525,0.995,0.995,0.9925
SEM_QA_0057,Semiconductors,multi,3,0.8456,0.7856,0.8757,0.834
SEM_QA_0058,Semiconductors,multi,3,0.995,0.995,0.995,0.995
SEM_QA_0059,Semiconductors,single,3,0.7844,0.6695,0.831,0.8333
SEM_QA_0060,Semiconductors,single,3,0.8323,0.6562,0.8435,0.7971
SEM_QA_0061,Semiconductors,single,3,0.953,0.9617,0.995,0.995
SEM_QA_0062,Semiconductors,single,3,0.995,0.995,0.9872,0.9636
SEM_QA_0063,Semiconductors,multi,3,0.9831,0.995,0.995,0.995
