query_id,domain,question_type,run,gold_count,tp,fp,fn,predicted_count,precision,recall,f1
SEM_EXT_0124,Semiconductors,multi,1,26,20,5,6,25,0.8,0.77,0.78
SEM_EXT_0125,Semiconductors,single,1,12,10,2,2,12,0.83,0.83,0.83
SEM_EXT_0126,Semiconductors,single,1,8,5,2,3,7,0.71,0.62,0.66
SEM_EXT_0127,Semiconductors,single,1,4,4,1,0,5,0.8,1,0.89
SEM_EXT_0128,Semiconductors,single,1,8,7,0,1,7,1,0.88,0.94
SEM_EXT_0129,Semiconductors,single,1,13,10,2,3,12,0.83,0.77,0.8
SEM_EXT_0130,Semiconductors,single,1,12,9,3,3,12,0.75,0.75,0.75
SEM_EXT_0131,Semiconductors,single,1,10,9,1,1,10,0.9,0.9,0.9
SEM_EXT_0132,Semiconductors,single,1,14,11,3,3,14,0.79,0.79,0.79
SEM_EXT_0133,Semiconductors,single,1,8,6,1,2,7,0.86,0.75,0.8
SEM_EXT_0134,Semiconductors,single,1,9,6,2,3,8,0.75,0.67,0.71
SEM_EXT_0135,Semiconductors,single,1,12,9,2,3,11,0.82,0.75,0.78
SEM_EXT_0136,Semiconductors,multi,1,38,27,7,11,34,0.79,0.71,0.75
SEM_EXT_0137,Semiconductors,single,1,9,7,2,2,9,0.78,0.78,0.78
SEM_EXT_0138,Semiconductors,single,1,7,5,1,2,6,0.83,0.71,0.77
SEM_EXT_0139,Semiconductors,single,1,8,6,1,2,7,0.86,0.75,0.8
SEM_EXT_0140,Semiconductors,single,1,10,7,2,3,9,0.78,0.7,0.74
SEM_EXT_0141,Semiconductors,multi,1,28,20,6,8,26,0.77,0.71,0.74
SEM_EXT_0142,Semiconductors,single,1,6,6,1,0,7,0.86,1,0.92
SEM_EXT_0143,Semiconductors,single,1,9,8,1,1,9,0.89,0.89,0.89
SEM_EXT_0144,Semiconductors,single,1,8,6,1,2,7,0.86,0.75,0.8
SEM_EXT_0145,Semiconductors,single,1,10,7,2,3,9,0.78,0.7,0.74
SEM_EXT_0146,Semiconductors,single,1,11,8,2,3,10,0.8,0.73,0.76
SEM_EXT_0147,Semiconductors,single,1,12,9,1,3,10,0.9,0.75,0.82
SEM_EXT_0148,Semiconductors,single,1,10,8,2,2,10,0.8,0.8,0.8
SEM_EXT_0149,Semiconductors,single,1,6,6,0,0,6,1,1,1
SEM_EXT_0150,Semiconductors,single,1,11,9,3,2,12,0.75,0.82,0.78
SEM_EXT_0151,Semiconductors,single,1,7,6,1,1,7,0.86,0.86,0.86
SEM_EXT_0152,Semiconductors,single,1,9,7,0,2,7,1,0.78,0.88
SEM_EXT_0153,Semiconductors,single,1,11,9,1,2,10,0.9,0.82,0.86
SEM_EXT_0154,Semiconductors,multi,1,23,15,7,8,22,0.68,0.65,0.66
SEM_EXT_0155,Semiconductors,single,1,11,4,1,7,5,0.8,0.36,0.5
SEM_EXT_0156,Semiconductors,single,1,11,8,2,3,10,0.8,0.73,0.76
SEM_EXT_0157,Semiconductors,single,1,9,8,2,1,10,0.8,0.89,0.84
SEM_EXT_0158,Semiconductors,single,1,6,6,2,0,8,0.75,1,0.86
SEM_EXT_0159,Semiconductors,single,1,12,9,3,3,12,0.75,0.75,0.75
SEM_EXT_0160,Semiconductors,single,1,9,6,1,3,7,0.86,0.67,0.75
SEM_EXT_0161,Semiconductors,single,1,12,11,1,1,12,0.92,0.92,0.92
SEM_EXT_0162,Semiconductors,multi,1,32,24,6,8,30,0.8,0.75,0.77
SEM_EXT_0163,Semiconductors,single,1,7,6,2,1,8,0.75,0.86,0.8
SEM_EXT_0164,Semiconductors,single,1,7,6,1,1,7,0.86,0.86,0.86
SEM_EXT_0165,Semiconductors,single,1,6,6,1,0,7,0.86,1,0.92
SEM_EXT_0166,Semiconductors,single,1,10,7,2,3,9,0.78,0.7,0.74
SEM_EXT_0167,Semiconductors,single,1,7,6,3,1,9,0.67,0.86,0.75
SEM_EXT_0168,Semiconductors,single,1,12,9,3,3,12,0.75,0.75,0.75
SEM_EXT_0169,Semiconductors,single,1,11,8,3,3,11,0.73,0.73,0.73
SEM_EXT_0170,Semiconductors,single,1,6,6,1,0,7,0.86,1,0.92
SEM_EXT_0171,Semiconductors,single,1,8,6,2,2,8,0.75,0.75,0.75
SEM_EXT_0172,Semiconductors,single,1,12,8,2,4,10,0.8,0.67,0.73
SEM_EXT_0173,Semiconductors,single,1,6,6,1,0,7,0.86,1,0.92
SEM_EXT_0174,Semiconductors,multi,1,24,19,5,5,24,0.79,0.79,0.79
SEM_EXT_0175,Semiconductors,single,1,8,8,2,0,10,0.8,1,0.89
SEM_EXT_0176,Semiconductors,single,1,8,4,3,4,7,0.57,0.5,0.53
SEM_EXT_0177,Semiconductors,multi,1,36,27,10,9,37,0.73,0.75,0.74
SEM_EXT_0178,Semiconductors,single,1,12,9,2,3,11,0.82,0.75,0.78
SEM_EXT_0179,Semiconductors,single,1,9,7,1,2,8,0.88,0.78,0.83
SEM_EXT_0180,Semiconductors,single,1,11,8,2,3,10,0.8,0.73,0.76
SEM_EXT_0181,Semiconductors,single,1,10,8,2,2,10,0.8,0.8,0.8
SEM_EXT_0182,Semiconductors,multi,1,25,18,3,7,21,0.86,0.72,0.78
SEM_EXT_0183,Semiconductors,single,1,15,13,3,2,16,0.81,0.87,0.84
SEM_EXT_0184,Semiconductors,multi,1,20,14,2,6,16,0.88,0.7,0.78
SEM_EXT_0185,Semiconductors,single,1,6,6,1,0,7,0.86,1,0.92
SEM_EXT_0186,Semiconductors,single,1,8,8,0,0,8,1,1,1
SEM_EXT_0187,Semiconductors,single,1,7,7,2,0,9,0.78,1,0.88
SEM_EXT_0188,Semiconductors,single,1,7,6,1,1,7,0.86,0.86,0.86
SEM_EXT_0189,Semiconductors,single,1,6,6,2,0,8,0.75,1,0.86
SEM_EXT_0190,Semiconductors,single,1,7,6,1,1,7,0.86,0.86,0.86
SEM_EXT_0191,Semiconductors,single,1,6,6,1,0,7,0.86,1,0.92
SEM_EXT_0192,Semiconductors,single,1,15,15,0,0,15,1,1,1
SEM_EXT_0193,Semiconductors,single,1,10,7,3,3,10,0.7,0.7,0.7
SEM_EXT_0194,Semiconductors,single,1,6,6,2,0,8,0.75,1,0.86
SEM_EXT_0195,Semiconductors,single,1,10,9,2,1,11,0.82,0.9,0.86
SEM_EXT_0196,Semiconductors,single,1,11,8,2,3,10,0.8,0.73,0.76
SEM_EXT_0197,Semiconductors,single,1,8,6,2,2,8,0.75,0.75,0.75
SEM_EXT_0198,Semiconductors,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0001,Superalloys,single,1,7,6,1,1,7,0.86,0.86,0.86
SUP_EXT_0002,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0003,Superalloys,single,1,7,6,1,1,7,0.86,0.86,0.86
SUP_EXT_0004,Superalloys,single,1,7,5,2,2,7,0.71,0.71,0.71
SUP_EXT_0005,Superalloys,multi,1,35,26,7,9,33,0.79,0.74,0.76
SUP_EXT_0006,Superalloys,single,1,9,7,1,2,8,0.88,0.78,0.83
SUP_EXT_0007,Superalloys,single,1,6,6,0,0,6,1,1,1
SUP_EXT_0008,Superalloys,single,1,7,6,1,1,7,0.86,0.86,0.86
SUP_EXT_0009,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0010,Superalloys,multi,1,29,21,6,8,27,0.78,0.72,0.75
SUP_EXT_0011,Superalloys,single,1,6,6,2,0,8,0.75,1,0.86
SUP_EXT_0012,Superalloys,single,1,10,8,2,2,10,0.8,0.8,0.8
SUP_EXT_0013,Superalloys,single,1,6,6,2,0,8,0.75,1,0.86
SUP_EXT_0014,Superalloys,single,1,10,8,1,2,9,0.89,0.8,0.84
SUP_EXT_0015,Superalloys,single,1,11,9,2,2,11,0.82,0.82,0.82
SUP_EXT_0016,Superalloys,single,1,8,6,1,2,7,0.86,0.75,0.8
SUP_EXT_0017,Superalloys,multi,1,27,18,9,9,27,0.67,0.67,0.67
SUP_EXT_0018,Superalloys,single,1,9,6,2,3,8,0.75,0.67,0.71
SUP_EXT_0019,Superalloys,single,1,11,9,0,2,9,1,0.82,0.9
SUP_EXT_0020,Superalloys,single,1,12,9,1,3,10,0.9,0.75,0.82
SUP_EXT_0021,Superalloys,single,1,9,5,3,4,8,0.62,0.56,0.59
SUP_EXT_0022,Superalloys,single,1,9,7,2,2,9,0.78,0.78,0.78
SUP_EXT_0023,Superalloys,single,1,11,10,3,1,13,0.77,0.91,0.83
SUP_EXT_0024,Superalloys,single,1,7,7,0,0,7,1,1,1
SUP_EXT_0025,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0026,Superalloys,multi,1,28,0,3,28,3,0,0,0
SUP_EXT_0027,Superalloys,single,1,7,5,1,2,6,0.83,0.71,0.77
SUP_EXT_0028,Superalloys,multi,1,38,31,8,7,39,0.79,0.82,0.8
SUP_EXT_0029,Superalloys,multi,1,21,15,5,6,20,0.75,0.71,0.73
SUP_EXT_0030,Superalloys,single,1,8,6,1,2,7,0.86,0.75,0.8
SUP_EXT_0031,Superalloys,single,1,8,5,1,3,6,0.83,0.62,0.71
SUP_EXT_0032,Superalloys,single,1,10,9,2,1,11,0.82,0.9,0.86
SUP_EXT_0033,Superalloys,multi,1,21,16,5,5,21,0.76,0.76,0.76
SUP_EXT_0034,Superalloys,single,1,4,4,1,0,5,0.8,1,0.89
SUP_EXT_0035,Superalloys,single,1,10,7,2,3,9,0.78,0.7,0.74
SUP_EXT_0036,Superalloys,single,1,7,5,1,2,6,0.83,0.71,0.77
SUP_EXT_0037,Superalloys,single,1,7,7,0,0,7,1,1,1
SUP_EXT_0038,Superalloys,single,1,9,1,2,8,3,0.33,0.11,0.16
SUP_EXT_0039,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0040,Superalloys,single,1,7,4,2,3,6,0.67,0.57,0.62
SUP_EXT_0041,Superalloys,single,1,12,8,1,4,9,0.89,0.67,0.76
SUP_EXT_0042,Superalloys,single,1,10,7,1,3,8,0.88,0.7,0.78
SUP_EXT_0043,Superalloys,single,1,7,5,1,2,6,0.83,0.71,0.77
SUP_EXT_0044,Superalloys,single,1,6,6,2,0,8,0.75,1,0.86
SUP_EXT_0045,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0046,Superalloys,single,1,8,6,2,2,8,0.75,0.75,0.75
SUP_EXT_0047,Superalloys,single,1,9,7,3,2,10,0.7,0.78,0.74
SUP_EXT_0048,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0049,Superalloys,single,1,7,6,2,1,8,0.75,0.86,0.8
SUP_EXT_0050,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0051,Superalloys,single,1,7,5,2,2,7,0.71,0.71,0.71
SUP_EXT_0052,Superalloys,single,1,11,9,3,2,12,0.75,0.82,0.78
SUP_EXT_0053,Superalloys,single,1,6,6,2,0,8,0.75,1,0.86
SUP_EXT_0054,Superalloys,single,1,11,9,2,2,11,0.82,0.82,0.82
SUP_EXT_0055,Superalloys,single,1,15,9,4,6,13,0.69,0.6,0.64
SUP_EXT_0056,Superalloys,single,1,11,7,3,4,10,0.7,0.64,0.67
SUP_EXT_0057,Superalloys,single,1,9,8,2,1,10,0.8,0.89,0.84
SUP_EXT_0058,Superalloys,single,1,9,8,1,1,9,0.89,0.89,0.89
SUP_EXT_0059,Superalloys,single,1,8,7,1,1,8,0.88,0.88,0.88
SUP_EXT_0060,Superalloys,single,1,12,10,1,2,11,0.91,0.83,0.87
SUP_EXT_0061,Superalloys,single,1,11,8,2,3,10,0.8,0.73,0.76
SUP_EXT_0062,Superalloys,single,1,9,7,0,2,7,1,0.78,0.88
SUP_EXT_0063,Superalloys,single,1,7,6,2,1,8,0.75,0.86,0.8
SUP_EXT_0064,Superalloys,single,1,8,7,1,1,8,0.88,0.88,0.88
SUP_EXT_0065,Superalloys,single,1,7,5,2,2,7,0.71,0.71,0.71
SUP_EXT_0066,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0067,Superalloys,single,1,10,8,3,2,11,0.73,0.8,0.76
SUP_EXT_0068,Superalloys,multi,1,27,21,5,6,26,0.81,0.78,0.79
SUP_EXT_0069,Superalloys,single,1,8,6,1,2,7,0.86,0.75,0.8
SUP_EXT_0070,Superalloys,single,1,12,10,2,2,12,0.83,0.83,0.83
SUP_EXT_0071,Superalloys,single,1,10,8,2,2,10,0.8,0.8,0.8
SUP_EXT_0072,Superalloys,single,1,11,10,2,1,12,0.83,0.91,0.87
SUP_EXT_0073,Superalloys,single,1,8,5,2,3,7,0.71,0.62,0.66
SUP_EXT_0074,Superalloys,single,1,13,9,2,4,11,0.82,0.69,0.75
SUP_EXT_0075,Superalloys,single,1,9,7,1,2,8,0.88,0.78,0.83
SUP_EXT_0076,Superalloys,single,1,9,8,2,1,10,0.8,0.89,0.84
SUP_EXT_0077,Superalloys,single,1,12,0,2,12,2,0,0,0
SUP_EXT_0078,Superalloys,single,1,6,6,2,0,8,0.75,1,0.86
SUP_EXT_0079,Superalloys,single,1,9,7,2,2,9,0.78,0.78,0.78
SUP_EXT_0080,Superalloys,single,1,8,5,2,3,7,0.71,0.62,0.66
SUP_EXT_0081,Superalloys,single,1,13,3,2,10,5,0.6,0.23,0.33
SUP_EXT_0082,Superalloys,single,1,9,8,1,1,9,0.89,0.89,0.89
SUP_EXT_0083,Superalloys,single,1,10,8,2,2,10,0.8,0.8,0.8
SUP_EXT_0084,Superalloys,single,1,14,11,3,3,14,0.79,0.79,0.79
SUP_EXT_0085,Superalloys,single,1,10,8,1,2,9,0.89,0.8,0.84
SUP_EXT_0086,Superalloys,multi,1,22,16,2,6,18,0.89,0.73,0.8
SUP_EXT_0087,Superalloys,single,1,8,6,2,2,8,0.75,0.75,0.75
SUP_EXT_0088,Superalloys,single,1,10,10,2,0,12,0.83,1,0.91
SUP_EXT_0089,Superalloys,single,1,7,7,2,0,9,0.78,1,0.88
SUP_EXT_0090,Superalloys,multi,1,31,24,5,7,29,0.83,0.77,0.8
SUP_EXT_0091,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0092,Superalloys,single,1,11,10,3,1,13,0.77,0.91,0.83
SUP_EXT_0093,Superalloys,multi,1,23,3,2,20,5,0.6,0.13,0.21
SUP_EXT_0094,Superalloys,single,1,12,12,0,0,12,1,1,1
SUP_EXT_0095,Superalloys,single,1,11,8,3,3,11,0.73,0.73,0.73
SUP_EXT_0096,Superalloys,single,1,13,9,2,4,11,0.82,0.69,0.75
SUP_EXT_0097,Superalloys,single,1,6,6,2,0,8,0.75,1,0.86
SUP_EXT_0098,Superalloys,multi,1,21,16,3,5,19,0.84,0.76,0.8
SUP_EXT_0099,Superalloys,single,1,11,9,1,2,10,0.9,0.82,0.86
SUP_EXT_0100,Superalloys,single,1,12,9,3,3,12,0.75,0.75,0.75
SUP_EXT_0101,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0102,Superalloys,single,1,14,11,3,3,14,0.79,0.79,0.79
SUP_EXT_0103,Superalloys,single,1,9,6,1,3,7,0.86,0.67,0.75
SUP_EXT_0104,Superalloys,single,1,12,9,3,3,12,0.75,0.75,0.75
SUP_EXT_0105,Superalloys,single,1,12,5,3,7,8,0.62,0.42,0.5
SUP_EXT_0106,Superalloys,single,1,11,8,2,3,10,0.8,0.73,0.76
SUP_EXT_0107,Superalloys,single,1,11,9,3,2,12,0.75,0.82,0.78
SUP_EXT_0108,Superalloys,single,1,12,9,2,3,11,0.82,0.75,0.78
SUP_EXT_0109,Superalloys,single,1,12,0,0,12,0,0,0,0
SUP_EXT_0110,Superalloys,single,1,9,6,2,3,8,0.75,0.67,0.71
SUP_EXT_0111,Superalloys,single,1,6,6,2,0,8,0.75,1,0.86
SUP_EXT_0112,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0113,Superalloys,multi,1,23,17,4,6,21,0.81,0.74,0.77
SUP_EXT_0114,Superalloys,single,1,11,8,2,3,10,0.8,0.73,0.76
SUP_EXT_0115,Superalloys,single,1,10,9,2,1,11,0.82,0.9,0.86
SUP_EXT_0116,Superalloys,single,1,7,6,1,1,7,0.86,0.86,0.86
SUP_EXT_0117,Superalloys,single,1,11,9,1,2,10,0.9,0.82,0.86
SUP_EXT_0118,Superalloys,single,1,11,8,2,3,10,0.8,0.73,0.76
SUP_EXT_0119,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0120,Superalloys,single,1,11,7,2,4,9,0.78,0.64,0.7
SUP_EXT_0121,Superalloys,multi,1,25,0,2,25,2,0,0,0
SUP_EXT_0122,Superalloys,single,1,11,9,2,2,11,0.82,0.82,0.82
SUP_EXT_0123,Superalloys,single,1,11,9,2,2,11,0.82,0.82,0.82
SUP_EXT_0124,Superalloys,single,1,12,9,2,3,11,0.82,0.75,0.78
SUP_EXT_0125,Superalloys,multi,1,24,21,3,3,24,0.88,0.88,0.88
SUP_EXT_0126,Superalloys,single,1,10,0,3,10,3,0,0,0
SUP_EXT_0127,Superalloys,single,1,9,8,1,1,9,0.89,0.89,0.89
SUP_EXT_0128,Superalloys,single,1,6,6,2,0,8,0.75,1,0.86
SUP_EXT_0129,Superalloys,single,1,11,0,2,11,2,0,0,0
SUP_EXT_0130,Superalloys,multi,1,27,21,4,6,25,0.84,0.78,0.81
SUP_EXT_0131,Superalloys,single,1,8,5,2,3,7,0.71,0.62,0.66
SUP_EXT_0132,Superalloys,single,1,11,9,2,2,11,0.82,0.82,0.82
SUP_EXT_0133,Superalloys,single,1,10,3,2,7,5,0.6,0.3,0.4
SUP_EXT_0134,Superalloys,single,1,11,9,3,2,12,0.75,0.82,0.78
SUP_EXT_0135,Superalloys,single,1,8,7,1,1,8,0.88,0.88,0.88
SUP_EXT_0136,Superalloys,single,1,12,9,2,3,11,0.82,0.75,0.78
SUP_EXT_0137,Superalloys,single,1,8,5,2,3,7,0.71,0.62,0.66
SUP_EXT_0138,Superalloys,multi,1,21,17,4,4,21,0.81,0.81,0.81
SUP_EXT_0139,Superalloys,single,1,9,7,2,2,9,0.78,0.78,0.78
SUP_EXT_0140,Superalloys,single,1,6,6,0,0,6,1,1,1
SUP_EXT_0141,Superalloys,single,1,11,8,1,3,9,0.89,0.73,0.8
SUP_EXT_0142,Superalloys,multi,1,24,17,5,7,22,0.77,0.71,0.74
SUP_EXT_0143,Superalloys,single,1,12,9,2,3,11,0.82,0.75,0.78
SUP_EXT_0144,Superalloys,single,1,12,10,2,2,12,0.83,0.83,0.83
SUP_EXT_0145,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0146,Superalloys,multi,1,21,19,3,2,22,0.86,0.9,0.88
SUP_EXT_0147,Superalloys,single,1,8,5,1,3,6,0.83,0.62,0.71
SUP_EXT_0148,Superalloys,multi,1,18,15,3,3,18,0.83,0.83,0.83
SUP_EXT_0149,Superalloys,single,1,9,7,2,2,9,0.78,0.78,0.78
SUP_EXT_0150,Superalloys,single,1,8,7,1,1,8,0.88,0.88,0.88
SUP_EXT_0151,Superalloys,single,1,11,8,2,3,10,0.8,0.73,0.76
SUP_EXT_0152,Superalloys,single,1,10,7,3,3,10,0.7,0.7,0.7
SUP_EXT_0153,Superalloys,single,1,8,6,3,2,9,0.67,0.75,0.71
SUP_EXT_0154,Superalloys,single,1,8,6,2,2,8,0.75,0.75,0.75
SUP_EXT_0155,Superalloys,single,1,10,7,1,3,8,0.88,0.7,0.78
SUP_EXT_0156,Superalloys,single,1,10,8,2,2,10,0.8,0.8,0.8
SUP_EXT_0157,Superalloys,single,1,8,6,1,2,7,0.86,0.75,0.8
SUP_EXT_0158,Superalloys,single,1,10,6,3,4,9,0.67,0.6,0.63
SUP_EXT_0159,Superalloys,single,1,12,9,2,3,11,0.82,0.75,0.78
SUP_EXT_0160,Superalloys,single,1,11,11,2,0,13,0.85,1,0.92
SUP_EXT_0161,Superalloys,single,1,7,7,1,0,8,0.88,1,0.94
SUP_EXT_0162,Superalloys,single,1,9,6,1,3,7,0.86,0.67,0.75
SUP_EXT_0163,Superalloys,single,1,12,8,4,4,12,0.67,0.67,0.67
SUP_EXT_0164,Superalloys,single,1,7,5,1,2,6,0.83,0.71,0.77
SUP_EXT_0165,Superalloys,single,1,11,10,2,1,12,0.83,0.91,0.87
SUP_EXT_0166,Superalloys,single,1,10,8,0,2,8,1,0.8,0.89
SUP_EXT_0167,Superalloys,single,1,11,9,2,2,11,0.82,0.82,0.82
SUP_EXT_0168,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0169,Superalloys,single,1,6,6,2,0,8,0.75,1,0.86
SUP_EXT_0170,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0171,Superalloys,single,1,11,9,2,2,11,0.82,0.82,0.82
SUP_EXT_0172,Superalloys,multi,1,24,5,1,19,6,0.83,0.21,0.34
SUP_EXT_0173,Superalloys,single,1,7,5,2,2,7,0.71,0.71,0.71
SUP_EXT_0174,Superalloys,single,1,12,8,3,4,11,0.73,0.67,0.7
SUP_EXT_0175,Superalloys,single,1,10,7,3,3,10,0.7,0.7,0.7
SUP_EXT_0176,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0177,Superalloys,multi,1,20,16,3,4,19,0.84,0.8,0.82
SUP_EXT_0178,Superalloys,single,1,6,6,2,0,8,0.75,1,0.86
SUP_EXT_0179,Superalloys,single,1,11,6,3,5,9,0.67,0.55,0.6
SUP_EXT_0180,Superalloys,multi,1,18,15,2,3,17,0.88,0.83,0.85
SUP_EXT_0181,Superalloys,single,1,10,1,2,9,3,0.33,0.1,0.15
SUP_EXT_0182,Superalloys,single,1,11,8,2,3,10,0.8,0.73,0.76
SUP_EXT_0183,Superalloys,single,1,11,10,3,1,13,0.77,0.91,0.83
SUP_EXT_0184,Superalloys,single,1,6,6,1,0,7,0.86,1,0.92
SUP_EXT_0185,Superalloys,single,1,8,6,1,2,7,0.86,0.75,0.8
SUP_EXT_0186,Superalloys,single,1,13,9,2,4,11,0.82,0.69,0.75
SUP_EXT_0187,Superalloys,single,1,11,9,2,2,11,0.82,0.82,0.82
SUP_EXT_0188,Superalloys,single,1,9,7,3,2,10,0.7,0.78,0.74
SUP_EXT_0189,Superalloys,single,1,5,5,2,0,7,0.71,1,0.83
SUP_EXT_0190,Superalloys,single,1,15,13,2,2,15,0.87,0.87,0.87
SUP_EXT_0191,Superalloys,single,1,7,7,2,0,9,0.78,1,0.88
SUP_EXT_0192,Superalloys,single,1,10,9,2,1,11,0.82,0.9,0.86
SUP_EXT_0193,Superalloys,single,1,9,6,2,3,8,0.75,0.67,0.71
SUP_EXT_0194,Superalloys,single,1,12,9,3,3,12,0.75,0.75,0.75
SUP_EXT_0195,Superalloys,single,1,7,5,1,2,6,0.83,0.71,0.77
SUP_EXT_0196,Superalloys,single,1,11,8,2,3,10,0.8,0.73,0.76
SUP_EXT_0197,Superalloys,single,1,10,7,2,3,9,0.78,0.7,0.74
SUP_EXT_0198,Superalloys,single,1,11,8,3,3,11,0.73,0.73,0.73
SUP_EXT_0199,Superalloys,single,1,8,6,3,2,9,0.67,0.75,0.71
SUP_EXT_0200,Superalloys,single,1,8,7,3,1,10,0.7,0.88,0.78
SUP_EXT_0201,Superalloys,multi,1,21,17,3,4,20,0.85,0.81,0.83
SUP_EXT_0202,Superalloys,single,1,9,7,2,2,9,0.78,0.78,0.78
SUP_EXT_0203,Superalloys,single,1,10,8,2,2,10,0.8,0.8,0.8
SUP_EXT_0204,Superalloys,single,1,10,7,3,3,10,0.7,0.7,0.7
SUP_EXT_0205,Superalloys,single,1,8,5,1,3,6,0.83,0.62,0.71
SUP_EXT_0206,Superalloys,single,1,10,8,2,2,10,0.8,0.8,0.8
SUP_EXT_0207,Superalloys,single,1,9,8,3,1,11,0.73,0.89,0.8
SUP_EXT_0208,Superalloys,single,1,12,8,2,4,10,0.8,0.67,0.73
SUP_EXT_0209,Superalloys,single,1,10,8,3,2,11,0.73,0.8,0.76
SUP_EXT_0210,Superalloys,single,1,10,8,2,2,10,0.8,0.8,0.8
SUP_EXT_0211,Superalloys,single,1,10,7,2,3,9,0.78,0.7,0.74
SUP_EXT_0212,Superalloys,single,1,8,7,2,1,9,0.78,0.88,0.83
SUP_EXT_0213,Superalloys,single,1,12,9,1,3,10,0.9,0.75,0.82
SUP_EXT_0214,Superalloys,single,1,4,4,0,0,4,1,1,1
BAT_EXT_0001,Batteries,single,2,8,5,1,3,6,0.83,0.62,0.71
BAT_EXT_0002,Batteries,single,2,11,8,2,3,10,0.8,0.73,0.76
BAT_EXT_0003,Batteries,single,2,12,9,3,3,12,0.75,0.75,0.75
BAT_EXT_0004,Batteries,single,2,10,9,3,1,12,0.75,0.9,0.82
BAT_EXT_0005,Batteries,single,2,6,6,1,0,7,0.86,1,0.92
BAT_EXT_0006,Batteries,single,2,6,5,1,1,6,0.83,0.83,0.83
BAT_EXT_0007,Batteries,single,2,12,10,2,2,12,0.83,0.83,0.83
BAT_EXT_0008,Batteries,single,2,12,10,3,2,13,0.77,0.83,0.8
BAT_EXT_0009,Batteries,single,2,7,6,1,1,7,0.86,0.86,0.86
BAT_EXT_0010,Batteries,single,2,9,7,1,2,8,0.88,0.78,0.83
BAT_EXT_0011,Batteries,single,2,10,7,2,3,9,0.78,0.7,0.74
BAT_EXT_0012,Batteries,single,2,6,6,1,0,7,0.86,1,0.92
BAT_EXT_0013,Batteries,single,2,8,6,1,2,7,0.86,0.75,0.8
BAT_EXT_0014,Batteries,single,2,9,7,1,2,8,0.88,0.78,0.83
BAT_EXT_0015,Batteries,single,2,6,5,1,1,6,0.83,0.83,0.83
BAT_EXT_0016,Batteries,multi,2,18,16,3,2,19,0.84,0.89,0.86
BAT_EXT_0017,Batteries,single,2,9,7,2,2,9,0.78,0.78,0.78
BAT_EXT_0018,Batteries,single,2,11,8,3,3,11,0.73,0.73,0.73
BAT_EXT_0019,Batteries,multi,2,22,14,5,8,19,0.74,0.64,0.69
BAT_EXT_0020,Batteries,single,2,12,10,2,2,12,0.83,0.83,0.83
BAT_EXT_0021,Batteries,single,2,8,6,2,2,8,0.75,0.75,0.75
BAT_EXT_0022,Batteries,single,2,12,9,3,3,12,0.75,0.75,0.75
BAT_EXT_0023,Batteries,single,2,9,8,2,1,10,0.8,0.89,0.84
BAT_EXT_0024,Batteries,single,2,6,5,1,1,6,0.83,0.83,0.83
BAT_EXT_0025,Batteries,single,2,13,11,1,2,12,0.92,0.85,0.88
BAT_EXT_0026,Batteries,single,2,11,8,1,3,9,0.89,0.73,0.8
BAT_EXT_0027,Batteries,single,2,11,10,0,1,10,1,0.91,0.95
BAT_EXT_0028,Batteries,single,2,11,9,3,2,12,0.75,0.82,0.78
BAT_EXT_0029,Batteries,single,2,9,7,2,2,9,0.78,0.78,0.78
BAT_EXT_0030,Batteries,single,2,7,4,2,3,6,0.67,0.57,0.62
BAT_EXT_0031,Batteries,single,2,7,5,2,2,7,0.71,0.71,0.71
BAT_EXT_0032,Batteries,single,2,12,9,2,3,11,0.82,0.75,0.78
BAT_EXT_0033,Batteries,single,2,6,6,2,0,8,0.75,1,0.86
BAT_EXT_0034,Batteries,single,2,6,6,1,0,7,0.86,1,0.92
BAT_EXT_0035,Batteries,single,2,12,8,3,4,11,0.73,0.67,0.7
BAT_EXT_0036,Batteries,single,2,7,6,1,1,7,0.86,0.86,0.86
BAT_EXT_0037,Batteries,single,2,8,7,2,1,9,0.78,0.88,0.83
BAT_EXT_0038,Batteries,single,2,12,9,2,3,11,0.82,0.75,0.78
