query_id,domain,question_type,run,method,faithfulness,answer_relevancy,context_recall,context_precision
SEM_QA_0122,Semiconductors,single,2,w/o Structure,0.9576,0.9621,0.9921,0.9664
SEM_QA_0123,Semiconductors,single,2,w/o Structure,0.8979,0.9911,0.9581,0.9894
SEM_QA_0124,Semiconductors,single,2,w/o Structure,0.9709,0.9924,0.7919,0.9497
SEM_QA_0125,Semiconductors,single,2,w/o Structure,0.995,0.9901,0.987,0.9788
SEM_QA_0126,Semiconductors,multi,2,w/o Structure,0.8502,0.9495,0.9755,0.9258
BAT_QA_0001,Batteries,single,2,w/o Structure,0.812,0.7526,0.7461,0.8139
BAT_QA_0002,Batteries,single,2,w/o Structure,0.995,0.995,0.946,0.995
BAT_QA_0003,Batteries,multi,2,w/o Structure,0.8729,0.9789,0.9899,0.9441
BAT_QA_0004,Batteries,single,2,w/o Structure,0.7763,0.9753,0.9591,0.995
BAT_QA_0005,Batteries,single,2,w/o Structure,0.9872,0.995,0.995,0.9759
BAT_QA_0006,Batteries,single,2,w/o Structure,0.9768,0.9924,0.9673,0.9424
BAT_QA_0007,Batteries,multi,2,w/o Structure,0.9789,0.9549,0.8751,0.9176
BAT_QA_0008,Batteries,single,2,w/o Structure,0.985,0.9807,0.995,0.9659
BAT_QA_0009,Batteries,single,2,w/o Structure,0.866,0.9606,0.848,0.9575
BAT_QA_0010,Batteries,single,2,w/o Structure,0.965,0.9906,0.9804,0.9407
BAT_QA_0011,Batteries,single,2,w/o Structure,0.9195,0.8627,0.9282,0.9421
BAT_QA_0012,Batteries,single,2,w/o Structure,0.7763,0.8662,0.8771,0.8475
BAT_QA_0013,Batteries,single,2,w/o Structure,0.971,0.995,0.976,0.9546
BAT_QA_0014,Batteries,multi,2,w/o Structure,0.9845,0.867,0.9752,0.995
BAT_QA_0015,Batteries,multi,2,w/o Structure,0.9762,0.995,0.9811,0.9722
BAT_QA_0016,Batteries,single,2,w/o Structure,0.6195,0.6474,0.5064,0.4942
BAT_QA_0017,Batteries,multi,2,w/o Structure,0.6235,0.8799,0.8776,0.8226
BAT_QA_0018,Batteries,single,2,w/o Structure,0.5451,0.6261,0.5496,0.5774
BAT_QA_0019,Batteries,single,2,w/o Structure,0.9279,0.9382,0.995,0.9111
BAT_QA_0020,Batteries,single,2,w/o Structure,0.3716,0.357,0.2201,0.2901
BAT_QA_0021,Batteries,single,2,w/o Structure,0.6265,0.5804,0.6187,0.7827
BAT_QA_0022,Batteries,multi,2,w/o Structure,0.5979,0.7153,0.6522,0.7543
BAT_QA_0023,Batteries,single,2,w/o Structure,0.9919,0.9594,0.9377,0.944
BAT_QA_0024,Batteries,single,2,w/o Structure,0.8013,0.995,0.9594,0.9025
BAT_QA_0025,Batteries,single,2,w/o Structure,0.9399,0.9543,0.8409,0.9762
BAT_QA_0026,Batteries,multi,2,w/o Structure,0.7048,0.7454,0.7762,0.7607
BAT_QA_0027,Batteries,single,2,w/o Structure,0.995,0.995,0.995,0.995
BAT_QA_0028,Batteries,single,2,w/o Structure,0.9731,0.9526,0.9696,0.9209
BAT_QA_0029,Batteries,single,2,w/o Structure,0.995,0.9769,0.995,0.995
BAT_QA_0030,Batteries,single,2,w/o Structure,0.9945,0.995,0.9243,0.9148
BAT_QA_0031,Batteries,multi,2,w/o Structure,0.995,0.995,0.9504,0.995
BAT_QA_0032,Batteries,multi,2,w/o Structure,0.9342,0.9619,0.8686,0.9689
BAT_QA_0033,Batteries,single,2,w/o Structure,0.9609,0.995,0.9877,0.9514
BAT_QA_0034,Batteries,single,2,w/o Structure,0.895,0.995,0.7836,0.8539
BAT_QA_0035,Batteries,multi,2,w/o Structure,0.95,0.9764,0.9596,0.9654
BAT_QA_0036,Batteries,single,2,w/o Structure,0.995,0.995,0.9834,0.995
BAT_QA_0037,Batteries,multi,2,w/o Structure,0.8183,0.8039,0.7233,0.7606
BAT_QA_0038,Batteries,single,2,w/o Structure,0.9224,0.9322,0.9173,0.93
BAT_QA_0039,Batteries,multi,2,w/o Structure,0.6973,0.7503,0.6777,0.795
BAT_QA_0040,Batteries,single,2,w/o Structure,0.9918,0.995,0.9932,0.9629
BAT_QA_0041,Batteries,single,2,w/o Structure,0.7848,0.6799,0.7247,0.7914
BAT_QA_0042,Batteries,multi,2,w/o Structure,0.8084,0.9259,0.8903,0.9528
BAT_QA_0043,Batteries,single,2,w/o Structure,0.8802,0.9776,0.9751,0.994
BAT_QA_0044,Batteries,single,2,w/o Structure,0.8573,0.9766,0.8734,0.7985
BAT_QA_0045,Batteries,multi,2,w/o Structure,0.995,0.9579,0.995,0.9895
BAT_QA_0046,Batteries,multi,2,w/o Structure,0.7045,0.753,0.8069,0.5595
BAT_QA_0047,Batteries,single,2,w/o Structure,0.8925,0.9266,0.8966,0.829
BAT_QA_0048,Batteries,single,2,w/o Structure,0.9287,0.9251,0.8635,0.8904
BAT_QA_0049,Batteries,single,2,w/o Structure,0.8106,0.8209,0.8119,0.8378
BAT_QA_0050,Batteries,single,2,w/o Structure,0.8168,0.7608,0.8096,0.8165
BAT_QA_0051,Batteries,single,2,w/o Structure,0.7933,0.6921,0.7323,0.7139
BAT_QA_0052,Batteries,single,2,w/o Structure,0.8078,0.8069,0.6947,0.6941
BAT_QA_0053,Batteries,single,2,w/o Structure,0.7267,0.8888,0.8287,0.8415
BAT_QA_0054,Batteries,single,2,w/o Structure,0.9764,0.995,0.9593,0.9662
BAT_QA_0055,Batteries,single,2,w/o Structure,0.7703,0.7391,0.7211,0.8149
BAT_QA_0056,Batteries,single,2,w/o Structure,0.9478,0.9433,0.8846,0.9107
BAT_QA_0057,Batteries,multi,2,w/o Structure,0.9795,0.9737,0.9134,0.9388
BAT_QA_0058,Batteries,single,2,w/o Structure,0.9612,0.995,0.8152,0.8582
BAT_QA_0059,Batteries,single,2,w/o Structure,0.9439,0.9328,0.9689,0.9762
BAT_QA_0060,Batteries,multi,2,w/o Structure,0.7329,0.7766,0.7228,0.7069
BAT_QA_0061,Batteries,single,2,w/o Structure,0.7415,0.6825,0.7683,0.7907
BAT_QA_0062,Batteries,multi,2,w/o Structure,0.6643,0.6075,0.656,0.6621
BAT_QA_0063,Batteries,single,2,w/o Structure,0.9452,0.9186,0.8904,0.9021
BAT_QA_0064,Batteries,single,2,w/o Structure,0.9945,0.995,0.993,0.958
BAT_QA_0065,Batteries,single,2,w/o Structure,0.9662,0.9687,0.9837,0.9555
BAT_QA_0066,Batteries,single,2,w/o Structure,0.6982,0.74,0.8051,0.7041
BAT_QA_0067,Batteries,single,2,w/o Structure,0.7767,0.8479,0.7737,0.8156
BAT_QA_0068,Batteries,multi,2,w/o Structure,0.962,0.8852,0.994,0.9801
BAT_QA_0069,Batteries,single,2,w/o Structure,0.632,0.6433,0.6664,0.7381
BAT_QA_0070,Batteries,multi,2,w/o Structure,0.9703,0.9036,0.9876,0.9703
BAT_QA_0071,Batteries,single,2,w/o Structure,0.8981,0.851,0.8865,0.9076
BAT_QA_0072,Batteries,multi,2,w/o Structure,0.9486,0.9226,0.9264,0.9202
BAT_QA_0073,Batteries,single,2,w/o Structure,0.9723,0.995,0.9734,0.9484
BAT_QA_0074,Batteries,multi,2,w/o Structure,0.6793,0.5795,0.5717,0.6972
BAT_QA_0075,Batteries,single,2,w/o Structure,0.8822,0.995,0.9172,0.995
BAT_QA_0076,Batteries,multi,2,w/o Structure,0.7266,0.8016,0.7706,0.7395
BAT_QA_0077,Batteries,single,2,w/o Structure,0.995,0.9908,0.995,0.995
BAT_QA_0078,Batteries,single,2,w/o Structure,0.832,0.8865,0.9365,0.995
BAT_QA_0079,Batteries,multi,2,w/o Structure,0.8527,0.7854,0.7865,0.6778
BAT_QA_0080,Batteries,single,2,w/o Structure,0.995,0.9664,0.973,0.9559
BAT_QA_0081,Batteries,single,2,w/o Structure,0.9263,0.8688,0.8878,0.9069
BAT_QA_0082,Batteries,multi,2,w/o Structure,0.9427,0.9672,0.9844,0.9664
BAT_QA_0083,Batteries,single,2,w/o Structure,0.4864,0.7459,0.7255,0.7628
BAT_QA_0084,Batteries,single,2,w/o Structure,0.8881,0.9376,0.934,0.9679
BAT_QA_0085,Batteries,multi,2,w/o Structure,0.6907,0.7272,0.594,0.7379
BAT_QA_0086,Batteries,multi,2,w/o Structure,0.8834,0.995,0.9055,0.9095
BAT_QA_0087,Batteries,single,2,w/o Structure,0.995,0.995,0.995,0.978
BAT_QA_0088,Batteries,single,2,w/o Structure,0.775,0.7947,0.6964,0.7521
BAT_QA_0089,Batteries,single,2,w/o Structure,0.995,0.989,0.9937,0.9223
BAT_QA_0090,Batteries,single,2,w/o Structure,0.9353,0.8793,0.927,0.9022
BAT_QA_0091,Batteries,single,2,w/o Structure,0.989,0.9913,0.995,0.9605
BAT_QA_0092,Batteries,single,2,w/o Structure,0.6746,0.7878,0.6993,0.787
BAT_QA_0093,Batteries,single,2,w/o Structure,0.8091,0.8467,0.7847,0.8827
BAT_QA_0094,Batteries,single,2,w/o Structure,0.6494,0.6493,0.7419,0.7359
BAT_QA_0095,Batteries,single,2,w/o Structure,0.995,0.9799,0.7963,0.9651
BAT_QA_0096,Batteries,single,2,w/o Structure,0.995,0.995,0.9891,0.9681
BAT_QA_0097,Batteries,multi,2,w/o Structure,0.6896,0.5956,0.6438,0.736
BAT_QA_0098,Batteries,multi,2,w/o Structure,0.8149,0.7973,0.6562,0.7504
BAT_QA_0099,Batteries,single,2,w/o Structure,0.814,0.8449,0.9064,0.8913
BAT_QA_0100,Batteries,multi,2,w/o Structure,0.9927,0.8868,0.8956,0.9108
BAT_QA_0101,Batteries,single,2,w/o Structure,0.8913,0.8862,0.995,0.9411
BAT_QA_0102,Batteries,multi,2,w/o Structure,0.9469,0.8832,0.8617,0.8531
BAT_QA_0103,Batteries,single,2,w/o Structure,0.974,0.9283,0.8962,0.9919
BAT_QA_0104,Batteries,multi,2,w/o Structure,0.7204,0.8633,0.7179,0.8404
BAT_QA_0105,Batteries,single,2,w/o Structure,0.8264,0.7963,0.7599,0.8477
BAT_QA_0106,Batteries,multi,2,w/o Structure,0.8922,0.8476,0.8966,0.908
BAT_QA_0107,Batteries,multi,2,w/o Structure,0.772,0.8137,0.8005,0.8865
BAT_QA_0108,Batteries,single,2,w/o Structure,0.8829,0.9314,0.905,0.8349
BAT_QA_0109,Batteries,single,2,w/o Structure,0.7695,0.8401,0.6923,0.8031
BAT_QA_0110,Batteries,single,2,w/o Structure,0.8823,0.8486,0.8798,0.9061
BAT_QA_0111,Batteries,multi,2,w/o Structure,0.995,0.995,0.995,0.9657
BAT_QA_0112,Batteries,single,2,w/o Structure,0.9807,0.9909,0.995,0.9257
BAT_QA_0113,Batteries,multi,2,w/o Structure,0.916,0.907,0.9525,0.9713
BAT_QA_0114,Batteries,multi,2,w/o Structure,0.8591,0.7934,0.6646,0.658
BAT_QA_0115,Batteries,multi,2,w/o Structure,0.9698,0.995,0.9739,0.9407
BAT_QA_0116,Batteries,single,2,w/o Structure,0.995,0.9835,0.9735,0.995
BAT_QA_0117,Batteries,multi,2,w/o Structure,0.5635,0.7421,0.7783,0.8174
BAT_QA_0118,Batteries,single,2,w/o Structure,0.936,0.7814,0.7746,0.9191
BAT_QA_0119,Batteries,single,2,w/o Structure,0.6152,0.6512,0.552,0.6331
BAT_QA_0120,Batteries,single,2,w/o Structure,0.8844,0.9411,0.8566,0.901
BAT_QA_0121,Batteries,single,2,w/o Structure,0.8672,0.8641,0.9185,0.8387
BAT_QA_0122,Batteries,single,2,w/o Structure,0.9116,0.9386,0.995,0.9454
BAT_QA_0123,Batteries,single,2,w/o Structure,0.9611,0.9552,0.8579,0.9702
BAT_QA_0124,Batteries,single,2,w/o Structure,0.7196,0.7295,0.6684,0.7162
SUP_QA_0001,Superalloys,single,3,w/o Structure,0.8748,0.8173,0.7975,0.8502
SUP_QA_0002,Superalloys,multi,3,w/o Structure,0.9723,0.9947,0.9638,0.927
SUP_QA_0003,Superalloys,multi,3,w/o Structure,0.6913,0.6596,0.6081,0.6202
SUP_QA_0004,Superalloys,multi,3,w/o Structure,0.693,0.7735,0.9014,0.8274
SUP_QA_0005,Superalloys,single,3,w/o Structure,0.6323,0.6428,0.8501,0.5953
SUP_QA_0006,Superalloys,single,3,w/o Structure,0.9435,0.995,0.8828,0.9359
SUP_QA_0007,Superalloys,single,3,w/o Structure,0.9913,0.995,0.9946,0.9348
SUP_QA_0008,Superalloys,single,3,w/o Structure,0.995,0.9671,0.9741,0.9389
SUP_QA_0009,Superalloys,single,3,w/o Structure,0.9617,0.9361,0.953,0.995
SUP_QA_0010,Superalloys,single,3,w/o Structure,0.8672,0.857,0.9834,0.9552
SUP_QA_0011,Superalloys,single,3,w/o Structure,0.9235,0.786,0.9381,0.9312
SUP_QA_0012,Superalloys,single,3,w/o Structure,0.8439,0.7595,0.866,0.8372
SUP_QA_0013,Superalloys,multi,3,w/o Structure,0.9008,0.7627,0.8397,0.7828
SUP_QA_0014,Superalloys,single,3,w/o Structure,0.9437,0.8836,0.977,0.8415
SUP_QA_0015,Superalloys,single,3,w/o Structure,0.9828,0.9846,0.9946,0.9323
SUP_QA_0016,Superalloys,single,3,w/o Structure,0.8491,0.82,0.8553,0.7673
SUP_QA_0017,Superalloys,single,3,w/o Structure,0.9716,0.9863,0.9428,0.927
SUP_QA_0018,Superalloys,single,3,w/o Structure,0.9718,0.995,0.9946,0.9558
SUP_QA_0019,Superalloys,single,3,w/o Structure,0.9658,0.995,0.9946,0.9471
SUP_QA_0020,Superalloys,single,3,w/o Structure,0.9347,0.995,0.9946,0.9351
SUP_QA_0021,Superalloys,multi,3,w/o Structure,0.995,0.995,0.9877,0.995
SUP_QA_0022,Superalloys,single,3,w/o Structure,0.8862,0.7703,0.7849,0.8057
SUP_QA_0023,Superalloys,single,3,w/o Structure,0.9431,0.9698,0.9649,0.9907
SUP_QA_0024,Superalloys,single,3,w/o Structure,0.848,0.77,0.9105,0.8427
SUP_QA_0025,Superalloys,single,3,w/o Structure,0.9415,0.9487,0.9946,0.995
SUP_QA_0026,Superalloys,single,3,w/o Structure,0.8936,0.9391,0.9429,0.9417
SUP_QA_0027,Superalloys,multi,3,w/o Structure,0.6602,0.6391,0.7415,0.6198
SUP_QA_0028,Superalloys,multi,3,w/o Structure,0.995,0.995,0.9747,0.9916
SUP_QA_0029,Superalloys,single,3,w/o Structure,0.8595,0.8434,0.9163,0.8675
SUP_QA_0030,Superalloys,multi,3,w/o Structure,0.8241,0.7144,0.7814,0.7927
SUP_QA_0031,Superalloys,single,3,w/o Structure,0.995,0.9919,0.9723,0.9795
SUP_QA_0032,Superalloys,single,3,w/o Structure,0.8644,0.7961,0.9198,0.9388
SUP_QA_0033,Superalloys,single,3,w/o Structure,0.793,0.7559,0.8741,0.8072
SUP_QA_0034,Superalloys,multi,3,w/o Structure,0.9763,0.995,0.8229,0.9793
SUP_QA_0035,Superalloys,single,3,w/o Structure,0.982,0.995,0.9903,0.9448
SUP_QA_0036,Superalloys,single,3,w/o Structure,0.9824,0.995,0.9946,0.9678
SUP_QA_0037,Superalloys,single,3,w/o Structure,0.9718,0.977,0.9627,0.9716
SUP_QA_0038,Superalloys,single,3,w/o Structure,0.9821,0.9857,0.9741,0.9695
SUP_QA_0039,Superalloys,single,3,w/o Structure,0.9671,0.8033,0.8721,0.8394
SUP_QA_0040,Superalloys,multi,3,w/o Structure,0.9778,0.937,0.9558,0.9442
SUP_QA_0041,Superalloys,single,3,w/o Structure,0.9878,0.995,0.9611,0.9557
SUP_QA_0042,Superalloys,single,3,w/o Structure,0.9487,0.8936,0.9946,0.9705
SUP_QA_0043,Superalloys,single,3,w/o Structure,0.773,0.7708,0.8742,0.8913
SUP_QA_0044,Superalloys,multi,3,w/o Structure,0.9934,0.8937,0.8854,0.8972
SUP_QA_0045,Superalloys,single,3,w/o Structure,0.7179,0.6484,0.7859,0.7277
SUP_QA_0046,Superalloys,single,3,w/o Structure,0.6287,0.5691,0.7165,0.603
SUP_QA_0047,Superalloys,multi,3,w/o Structure,0.995,0.7603,0.9135,0.9466
SUP_QA_0048,Superalloys,single,3,w/o Structure,0.9548,0.9176,0.9559,0.995
SUP_QA_0049,Superalloys,multi,3,w/o Structure,0.8508,0.7988,0.929,0.8439
SUP_QA_0050,Superalloys,single,3,w/o Structure,0.9404,0.939,0.9704,0.995
SUP_QA_0051,Superalloys,single,3,w/o Structure,0.8559,0.9408,0.9641,0.8463
SUP_QA_0052,Superalloys,single,3,w/o Structure,0.8159,0.7772,0.8379,0.7853
SUP_QA_0053,Superalloys,single,3,w/o Structure,0.9268,0.8697,0.9387,0.9622
SUP_QA_0054,Superalloys,multi,3,w/o Structure,0.9812,0.8764,0.9854,0.9335
SUP_QA_0055,Superalloys,single,3,w/o Structure,0.8228,0.7901,0.8995,0.8523
SUP_QA_0056,Superalloys,single,3,w/o Structure,0.8889,0.9126,0.9829,0.808
SUP_QA_0057,Superalloys,single,3,w/o Structure,0.774,0.8545,0.8598,0.9568
SUP_QA_0058,Superalloys,single,3,w/o Structure,0.8362,0.8946,0.9376,0.8997
SUP_QA_0059,Superalloys,single,3,w/o Structure,0.995,0.9758,0.9679,0.9817
SUP_QA_0060,Superalloys,single,3,w/o Structure,0.6869,0.5682,0.8307,0.7087
SUP_QA_0061,Superalloys,single,3,w/o Structure,0.7924,0.7816,0.9214,0.8888
SUP_QA_0062,Superalloys,multi,3,w/o Structure,0.4724,0.5066,0.628,0.5566
SUP_QA_0063,Superalloys,single,3,w/o Structure,0.995,0.995,0.9946,0.9741
SUP_QA_0064,Superalloys,multi,3,w/o Structure,0.995,0.995,0.9946,0.9805
SUP_QA_0065,Superalloys,single,3,w/o Structure,0.995,0.995,0.9782,0.995
SUP_QA_0066,Superalloys,single,3,w/o Structure,0.9841,0.9673,0.9946,0.9661
SUP_QA_0067,Superalloys,multi,3,w/o Structure,0.9398,0.7579,0.8389,0.8705
SUP_QA_0068,Superalloys,single,3,w/o Structure,0.9885,0.995,0.9593,0.9359
SUP_QA_0069,Superalloys,single,3,w/o Structure,0.8803,0.802,0.927,0.8283
SUP_QA_0070,Superalloys,multi,3,w/o Structure,0.7759,0.6846,0.8656,0.7125
SUP_QA_0071,Superalloys,single,3,w/o Structure,0.8944,0.757,0.8812,0.8719
SUP_QA_0072,Superalloys,multi,3,w/o Structure,0.9263,0.798,0.9946,0.8742
SUP_QA_0073,Superalloys,multi,3,w/o Structure,0.5943,0.5086,0.6074,0.5788
SUP_QA_0074,Superalloys,multi,3,w/o Structure,0.9436,0.9371,0.9793,0.9754
SUP_QA_0075,Superalloys,single,3,w/o Structure,0.9625,0.9253,0.9946,0.9949
SUP_QA_0076,Superalloys,single,3,w/o Structure,0.8557,0.8631,0.8555,0.8606
SUP_QA_0077,Superalloys,multi,3,w/o Structure,0.995,0.9724,0.9285,0.9485
SUP_QA_0078,Superalloys,single,3,w/o Structure,0.5513,0.5592,0.6159,0.522
SUP_QA_0079,Superalloys,single,3,w/o Structure,0.9877,0.8885,0.983,0.9149
SUP_QA_0080,Superalloys,multi,3,w/o Structure,0.995,0.9655,0.9868,0.9245
SUP_QA_0081,Superalloys,multi,3,w/o Structure,0.7994,0.7131,0.8584,0.783
SUP_QA_0082,Superalloys,multi,3,w/o Structure,0.995,0.995,0.9862,0.995
SUP_QA_0083,Superalloys,single,3,w/o Structure,0.7021,0.585,0.7201,0.3766
SUP_QA_0084,Superalloys,single,3,w/o Structure,0.995,0.995,0.9918,0.95
SUP_QA_0085,Superalloys,single,3,w/o Structure,0.995,0.995,0.9946,0.995
SUP_QA_0086,Superalloys,single,3,w/o Structure,0.981,0.995,0.9946,0.995
SUP_QA_0087,Superalloys,multi,3,w/o Structure,0.9843,0.9764,0.9946,0.9221
SUP_QA_0088,Superalloys,single,3,w/o Structure,0.7687,0.8115,0.8894,0.8629
SUP_QA_0089,Superalloys,single,3,w/o Structure,0.9498,0.8564,0.9792,0.961
SUP_QA_0090,Superalloys,single,3,w/o Structure,0.7475,0.8627,0.9847,0.9199
SUP_QA_0091,Superalloys,multi,3,w/o Structure,0.8975,0.8131,0.855,0.8203
SUP_QA_0092,Superalloys,single,3,w/o Structure,0.5983,0.4413,0.5552,0.6009
SUP_QA_0093,Superalloys,multi,3,w/o Structure,0.9105,0.9287,0.9715,0.9344
SUP_QA_0094,Superalloys,multi,3,w/o Structure,0.9766,0.991,0.9522,0.9547
SUP_QA_0095,Superalloys,multi,3,w/o Structure,0.8998,0.82,0.7725,0.8864
SUP_QA_0096,Superalloys,single,3,w/o Structure,0.9723,0.995,0.9524,0.9541
SUP_QA_0097,Superalloys,multi,3,w/o Structure,0.8785,0.7416,0.8443,0.9093
SUP_QA_0098,Superalloys,single,3,w/o Structure,0.5873,0.5168,0.6409,0.5487
SUP_QA_0099,Superalloys,single,3,w/o Structure,0.9872,0.995,0.9446,0.995
SUP_QA_0100,Superalloys,multi,3,w/o Structure,0.5311,0.4866,0.6727,0.6509
SUP_QA_0101,Superalloys,single,3,w/o Structure,0.8624,0.8637,0.9315,0.8246
SUP_QA_0102,Superalloys,multi,3,w/o Structure,0.9501,0.9183,0.879,0.786
SUP_QA_0103,Superalloys,multi,3,w/o Structure,0.982,0.995,0.97,0.9568
SUP_QA_0104,Superalloys,single,3,w/o Structure,0.6877,0.7481,0.9409,0.7183
SUP_QA_0105,Superalloys,single,3,w/o Structure,0.995,0.995,0.9501,0.9593
SUP_QA_0106,Superalloys,single,3,w/o Structure,0.91,0.8204,0.8352,0.762
SUP_QA_0107,Superalloys,single,3,w/o Structure,0.8369,0.7919,0.8879,0.807
SUP_QA_0108,Superalloys,single,3,w/o Structure,0.8673,0.8719,0.886,0.8378
SUP_QA_0109,Superalloys,single,3,w/o Structure,0.8164,0.8925,0.8377,0.8706
SUP_QA_0110,Superalloys,single,3,w/o Structure,0.995,0.995,0.9561,0.9402
SUP_QA_0111,Superalloys,single,3,w/o Structure,0.9512,0.8628,0.9639,0.7905
SUP_QA_0112,Superalloys,multi,3,w/o Structure,0.9709,0.9766,0.9352,0.9871
SUP_QA_0113,Superalloys,single,3,w/o Structure,0.8097,0.8541,0.8657,0.9312
SUP_QA_0114,Superalloys,single,3,w/o Structure,0.584,0.4814,0.5516,0.5014
SUP_QA_0115,Superalloys,multi,3,w/o Structure,0.8875,0.8673,0.8899,0.8746
SUP_QA_0116,Superalloys,multi,3,w/o Structure,0.9894,0.9353,0.8853,0.8931
SUP_QA_0117,Superalloys,multi,3,w/o Structure,0.9561,0.9445,0.9757,0.9658
SUP_QA_0118,Superalloys,single,3,w/o Structure,0.915,0.8186,0.8679,0.9558
SUP_QA_0119,Superalloys,single,3,w/o Structure,0.9794,0.9566,0.9495,0.9838
SUP_QA_0120,Superalloys,single,3,w/o Structure,0.8122,0.6102,0.7543,0.7812
SUP_QA_0121,Superalloys,single,3,w/o Structure,0.6876,0.5581,0.7311,0.517
SUP_QA_0122,Superalloys,single,3,w/o Structure,0.9474,0.9687,0.9324,0.9526
SUP_QA_0123,Superalloys,single,3,w/o Structure,0.949,0.995,0.9876,0.944
SUP_QA_0124,Superalloys,single,3,w/o Structure,0.6003,0.6281,0.7243,0.7063
SUP_QA_0125,Superalloys,multi,3,w/o Structure,0.8286,0.9552,0.8637,0.9342
SUP_QA_0126,Superalloys,multi,3,w/o Structure,0.6654,0.695,0.6248,0.6806
SUP_QA_0127,Superalloys,single,3,w/o Structure,0.9657,0.9909,0.9946,0.898
SUP_QA_0128,Superalloys,multi,3,w/o Structure,0.9188,0.8922,0.9836,0.8906
SUP_QA_0129,Superalloys,multi,3,w/o Structure,0.7116,0.7879,0.8366,0.8271
SUP_QA_0130,Superalloys,multi,3,w/o Structure,0.9648,0.995,0.978,0.9332
SUP_QA_0131,Superalloys,single,3,w/o Structure,0.9792,0.8986,0.9946,0.9396
SUP_QA_0132,Superalloys,multi,3,w/o Structure,0.9694,0.9904,0.9461,0.8206
SEM_QA_0001,Semiconductors,single,3,w/o Structure,0.8343,0.8619,0.8105,0.7766
SEM_QA_0002,Semiconductors,single,3,w/o Structure,0.9628,0.8827,0.7627,0.9538
SEM_QA_0003,Semiconductors,single,3,w/o Structure,0.8701,0.8509,0.7531,0.8112
SEM_QA_0004,Semiconductors,single,3,w/o Structure,0.995,0.995,0.9803,0.9925
SEM_QA_0005,Semiconductors,multi,3,w/o Structure,0.9273,0.7993,0.8629,0.8125
SEM_QA_0006,Semiconductors,multi,3,w/o Structure,0.7393,0.8689,0.8393,0.7936
SEM_QA_0007,Semiconductors,single,3,w/o Structure,0.8553,0.8905,0.8535,0.8398
SEM_QA_0008,Semiconductors,single,3,w/o Structure,0.7553,0.9294,0.8791,0.7686
SEM_QA_0009,Semiconductors,single,3,w/o Structure,0.995,0.995,0.9622,0.8574
SEM_QA_0010,Semiconductors,single,3,w/o Structure,0.68,0.7197,0.7727,0.7125
SEM_QA_0011,Semiconductors,single,3,w/o Structure,0.4648,0.3731,0.4367,0.3776
SEM_QA_0012,Semiconductors,single,3,w/o Structure,0.9871,0.8349,0.8868,0.868
SEM_QA_0013,Semiconductors,multi,3,w/o Structure,0.9576,0.995,0.9946,0.9533
SEM_QA_0014,Semiconductors,single,3,w/o Structure,0.9521,0.995,0.9946,0.8685
SEM_QA_0015,Semiconductors,multi,3,w/o Structure,0.995,0.995,0.9517,0.9375
SEM_QA_0016,Semiconductors,single,3,w/o Structure,0.739,0.6534,0.6843,0.6044
SEM_QA_0017,Semiconductors,single,3,w/o Structure,0.9476,0.9711,0.9236,0.8677
SEM_QA_0018,Semiconductors,multi,3,w/o Structure,0.9209,0.8601,0.9292,0.8694
SEM_QA_0019,Semiconductors,single,3,w/o Structure,0.9777,0.995,0.9595,0.995
SEM_QA_0020,Semiconductors,single,3,w/o Structure,0.7741,0.9391,0.869,0.8721
SEM_QA_0021,Semiconductors,single,3,w/o Structure,0.8494,0.8616,0.9232,0.8768
SEM_QA_0022,Semiconductors,single,3,w/o Structure,0.9032,0.9404,0.9294,0.9916
SEM_QA_0023,Semiconductors,single,3,w/o Structure,0.7269,0.6288,0.8097,0.8297
SEM_QA_0024,Semiconductors,multi,3,w/o Structure,0.5309,0.5538,0.6342,0.6216
SEM_QA_0025,Semiconductors,single,3,w/o Structure,0.8567,0.9412,0.9768,0.8921
SEM_QA_0026,Semiconductors,single,3,w/o Structure,0.9412,0.8744,0.9946,0.9229
SEM_QA_0027,Semiconductors,single,3,w/o Structure,0.9849,0.934,0.9414,0.965
SEM_QA_0028,Semiconductors,multi,3,w/o Structure,0.995,0.9568,0.9946,0.8811
SEM_QA_0029,Semiconductors,single,3,w/o Structure,0.8841,0.8428,0.9455,0.9222
SEM_QA_0030,Semiconductors,single,3,w/o Structure,0.8351,0.8374,0.8257,0.8304
SEM_QA_0031,Semiconductors,multi,3,w/o Structure,0.995,0.9787,0.9934,0.9481
SEM_QA_0032,Semiconductors,single,3,w/o Structure,0.8993,0.8881,0.9551,0.8752
SEM_QA_0033,Semiconductors,multi,3,w/o Structure,0.7605,0.6982,0.6332,0.7288
SEM_QA_0034,Semiconductors,multi,3,w/o Structure,0.8014,0.8124,0.7231,0.6967
SEM_QA_0035,Semiconductors,single,3,w/o Structure,0.995,0.995,0.9526,0.995
SEM_QA_0036,Semiconductors,single,3,w/o Structure,0.9657,0.9708,0.9296,0.8973
SEM_QA_0037,Semiconductors,multi,3,w/o Structure,0.995,0.9802,0.986,0.995
SEM_QA_0038,Semiconductors,single,3,w/o Structure,0.6949,0.4643,0.6101,0.6635
SEM_QA_0039,Semiconductors,multi,3,w/o Structure,0.6632,0.7292,0.7448,0.6808
SEM_QA_0040,Semiconductors,multi,3,w/o Structure,0.949,0.9064,0.953,0.8745
