query_id,domain,question_type,run,faithfulness,answer_relevancy
BAT_QA_0087,Batteries,single,2,0.733,0.8347
BAT_QA_0088,Batteries,single,2,0.6972,0.7832
BAT_QA_0089,Batteries,single,2,0.8178,0.8267
BAT_QA_0090,Batteries,single,2,0.7002,0.8196
BAT_QA_0091,Batteries,single,2,0.6115,0.7258
BAT_QA_0092,Batteries,single,2,0.7672,0.7788
BAT_QA_0093,Batteries,single,2,0.6814,0.7826
BAT_QA_0094,Batteries,single,2,0.9478,0.9023
BAT_QA_0095,Batteries,single,2,0.8212,0.9257
BAT_QA_0096,Batteries,single,2,0.6619,0.7841
BAT_QA_0097,Batteries,multi,2,0.5621,0.5893
BAT_QA_0098,Batteries,multi,2,0.6306,0.6662
BAT_QA_0099,Batteries,single,2,0.7591,0.7623
BAT_QA_0100,Batteries,multi,2,0.5839,0.6489
BAT_QA_0101,Batteries,single,2,0.6055,0.8158
BAT_QA_0102,Batteries,multi,2,0.534,0.7927
BAT_QA_0103,Batteries,single,2,0.8888,0.7877
BAT_QA_0104,Batteries,multi,2,0.6271,0.7071
BAT_QA_0105,Batteries,single,2,0.927,0.8916
BAT_QA_0106,Batteries,multi,2,0.9484,0.9913
BAT_QA_0107,Batteries,multi,2,0.6799,0.6478
BAT_QA_0108,Batteries,single,2,0.5733,0.7393
BAT_QA_0109,Batteries,single,2,0.6365,0.7144
BAT_QA_0110,Batteries,single,2,0.4911,0.6619
BAT_QA_0111,Batteries,multi,2,0.995,0.995
BAT_QA_0112,Batteries,single,2,0.8961,0.8795
BAT_QA_0113,Batteries,multi,2,0.6236,0.7638
BAT_QA_0114,Batteries,multi,2,0.5965,0.7516
BAT_QA_0115,Batteries,multi,2,0.7533,0.8822
BAT_QA_0116,Batteries,single,2,0.995,0.995
BAT_QA_0117,Batteries,multi,2,0.6626,0.8763
BAT_QA_0118,Batteries,single,2,0.8138,0.9167
BAT_QA_0119,Batteries,single,2,0.6989,0.7475
BAT_QA_0120,Batteries,single,2,0.7122,0.7776
BAT_QA_0121,Batteries,single,2,0.7024,0.7132
BAT_QA_0122,Batteries,single,2,0.5883,0.607
BAT_QA_0123,Batteries,single,2,0.995,0.995
BAT_QA_0124,Batteries,single,2,0.6759,0.7501
SEM_QA_0001,Semiconductors,single,2,0.6575,0.6022
SEM_QA_0002,Semiconductors,single,2,0.5701,0.7075
SEM_QA_0003,Semiconductors,single,2,0.6732,0.8603
SEM_QA_0004,Semiconductors,single,2,0.8708,0.995
SEM_QA_0005,Semiconductors,multi,2,0.8499,0.84
SEM_QA_0006,Semiconductors,multi,2,0.7299,0.7476
SEM_QA_0007,Semiconductors,single,2,0.804,0.8536
SEM_QA_0008,Semiconductors,single,2,0.6612,0.779
SEM_QA_0009,Semiconductors,single,2,0.5147,0.6944
SEM_QA_0010,Semiconductors,single,2,0.9455,0.995
SEM_QA_0011,Semiconductors,single,2,0.7213,0.8791
SEM_QA_0012,Semiconductors,single,2,0.5106,0.6292
SEM_QA_0013,Semiconductors,multi,2,0.7829,0.7712
SEM_QA_0014,Semiconductors,single,2,0.6215,0.7938
SEM_QA_0015,Semiconductors,multi,2,0.6196,0.8485
SEM_QA_0016,Semiconductors,single,2,0.8134,0.8387
SEM_QA_0017,Semiconductors,single,2,0.619,0.7491
SEM_QA_0018,Semiconductors,multi,2,0.7943,0.8561
SEM_QA_0019,Semiconductors,single,2,0.8608,0.9325
SEM_QA_0020,Semiconductors,single,2,0.6135,0.7048
SEM_QA_0021,Semiconductors,single,2,0.7855,0.9664
SEM_QA_0022,Semiconductors,single,2,0.8853,0.977
SEM_QA_0023,Semiconductors,single,2,0.5916,0.7111
SEM_QA_0024,Semiconductors,multi,2,0.2663,0.5903
SEM_QA_0025,Semiconductors,single,2,0.8899,0.9197
SEM_QA_0026,Semiconductors,single,2,0.6208,0.7569
SEM_QA_0027,Semiconductors,single,2,0.8352,0.8247
SEM_QA_0028,Semiconductors,multi,2,0.5075,0.6653
SEM_QA_0029,Semiconductors,single,2,0.9143,0.9296
SEM_QA_0030,Semiconductors,single,2,0.7879,0.9789
SEM_QA_0031,Semiconductors,multi,2,0.7734,0.9174
SEM_QA_0032,Semiconductors,single,2,0.6156,0.8307
SEM_QA_0033,Semiconductors,multi,2,0.7194,0.7158
SEM_QA_0034,Semiconductors,multi,2,0.767,0.8388
SEM_QA_0035,Semiconductors,single,2,0.8018,0.9134
SEM_QA_0036,Semiconductors,single,2,0.7797,0.8929
SEM_QA_0037,Semiconductors,multi,2,0.4577,0.5748
SEM_QA_0038,Semiconductors,single,2,0.8892,0.9464
SEM_QA_0039,Semiconductors,multi,2,0.4282,0.6932
SEM_QA_0040,Semiconductors,multi,2,0.6097,0.8058
SEM_QA_0041,Semiconductors,single,2,0.7135,0.8766
SEM_QA_0042,Semiconductors,multi,2,0.6616,0.7259
SEM_QA_0043,Semiconductors,multi,2,0.6059,0.7539
SEM_QA_0044,Semiconductors,multi,2,0.75,0.828
SEM_QA_0045,Semiconductors,single,2,0.653,0.7864
SEM_QA_0046,Semiconductors,single,2,0.7218,0.8261
SEM_QA_0047,Semiconductors,single,2,0.7273,0.8766
SEM_QA_0048,Semiconductors,multi,2,0.6088,0.751
SEM_QA_0049,Semiconductors,multi,2,0.8116,0.9023
SEM_QA_0050,Semiconductors,single,2,0.6422,0.7554
SEM_QA_0051,Semiconductors,single,2,0.9155,0.9564
SEM_QA_0052,Semiconductors,single,2,0.995,0.995
SEM_QA_0053,Semiconductors,single,2,0.5999,0.7271
SEM_QA_0054,Semiconductors,single,2,0.8066,0.9149
SEM_QA_0055,Semiconductors,multi,2,0.3746,0.6013
SEM_QA_0056,Semiconductors,multi,2,0.7857,0.7734
SEM_QA_0057,Semiconductors,multi,2,0.7496,0.7825
SEM_QA_0058,Semiconductors,multi,2,0.995,0.995
SEM_QA_0059,Semiconductors,single,2,0.8561,0.8743
SEM_QA_0060,Semiconductors,single,2,0.6513,0.7716
SEM_QA_0061,Semiconductors,single,2,0.5341,0.6561
SEM_QA_0062,Semiconductors,single,2,0.6192,0.8068
SEM_QA_0063,Semiconductors,multi,2,0.995,0.995
SEM_QA_0064,Semiconductors,multi,2,0.8314,0.9291
SEM_QA_0065,Semiconductors,single,2,0.8713,0.8756
SEM_QA_0066,Semiconductors,multi,2,0.8362,0.8738
SEM_QA_0067,Semiconductors,single,2,0.5653,0.5617
SEM_QA_0068,Semiconductors,multi,2,0.7892,0.8965
SEM_QA_0069,Semiconductors,multi,2,0.4193,0.7589
SEM_QA_0070,Semiconductors,single,2,0.7243,0.812
SEM_QA_0071,Semiconductors,single,2,0.7356,0.8141
SEM_QA_0072,Semiconductors,single,2,0.9011,0.9109
SEM_QA_0073,Semiconductors,single,2,0.995,0.995
SEM_QA_0074,Semiconductors,single,2,0.5489,0.6438
SEM_QA_0075,Semiconductors,single,2,0.8775,0.995
SEM_QA_0076,Semiconductors,multi,2,0.5686,0.7742
SEM_QA_0077,Semiconductors,single,2,0.5442,0.6494
SEM_QA_0078,Semiconductors,single,2,0.995,0.995
SEM_QA_0079,Semiconductors,multi,2,0.9633,0.995
SEM_QA_0080,Semiconductors,single,2,0.7889,0.8215
SEM_QA_0081,Semiconductors,single,2,0.995,0.995
SEM_QA_0082,Semiconductors,single,2,0.6944,0.8024
SEM_QA_0083,Semiconductors,single,2,0.8387,0.8094
SEM_QA_0084,Semiconductors,multi,2,0.8083,0.8577
SEM_QA_0085,Semiconductors,single,2,0.8115,0.9167
SEM_QA_0086,Semiconductors,multi,2,0.7881,0.8562
SEM_QA_0087,Semiconductors,multi,2,0.8835,0.9812
SEM_QA_0088,Semiconductors,single,2,0.7751,0.8959
SEM_QA_0089,Semiconductors,single,2,0.6257,0.6455
SEM_QA_0090,Semiconductors,single,2,0.7346,0.8685
SEM_QA_0091,Semiconductors,single,2,0.6239,0.8227
SEM_QA_0092,Semiconductors,single,2,0.7592,0.8684
SEM_QA_0093,Semiconductors,single,2,0.8394,0.7557
SEM_QA_0094,Semiconductors,single,2,0.7479,0.8844
SEM_QA_0095,Semiconductors,multi,2,0.6956,0.7074
SEM_QA_0096,Semiconductors,multi,2,0.609,0.7504
SEM_QA_0097,Semiconductors,single,2,0.4959,0.658
SEM_QA_0098,Semiconductors,single,2,0.8779,0.8674
SEM_QA_0099,Semiconductors,single,2,0.7449,0.8831
SEM_QA_0100,Semiconductors,multi,2,0.639,0.7902
SEM_QA_0101,Semiconductors,single,2,0.995,0.995
SEM_QA_0102,Semiconductors,single,2,0.772,0.8262
SEM_QA_0103,Semiconductors,multi,2,0.5475,0.6169
SEM_QA_0104,Semiconductors,single,2,0.823,0.9488
SEM_QA_0105,Semiconductors,multi,2,0.4491,0.5352
SEM_QA_0106,Semiconductors,multi,2,0.7213,0.831
SEM_QA_0107,Semiconductors,single,2,0.9125,0.8824
SEM_QA_0108,Semiconductors,multi,2,0.8066,0.9009
SEM_QA_0109,Semiconductors,single,2,0.7435,0.8524
SEM_QA_0110,Semiconductors,multi,2,0.8309,0.995
SEM_QA_0111,Semiconductors,single,2,0.8193,0.9478
SEM_QA_0112,Semiconductors,single,2,0.781,0.8582
SEM_QA_0113,Semiconductors,single,2,0.4321,0.5999
SEM_QA_0114,Semiconductors,single,2,0.7011,0.7023
SEM_QA_0115,Semiconductors,multi,2,0.787,0.7423
SEM_QA_0116,Semiconductors,single,2,0.4893,0.6327
SEM_QA_0117,Semiconductors,multi,2,0.8903,0.995
SEM_QA_0118,Semiconductors,single,2,0.995,0.995
SEM_QA_0119,Semiconductors,single,2,0.9373,0.7698
SEM_QA_0120,Semiconductors,single,2,0.4801,0.6045
SEM_QA_0121,Semiconductors,single,2,0.5535,0.6935
SEM_QA_0122,Semiconductors,single,2,0.7849,0.995
SEM_QA_0123,Semiconductors,single,2,0.5871,0.67
SEM_QA_0124,Semiconductors,single,2,0.9273,0.995
SEM_QA_0125,Semiconductors,single,2,0.995,0.995
SEM_QA_0126,Semiconductors,multi,2,0.5452,0.7352
SUP_QA_0001,Superalloys,single,2,0.5129,0.6291
SUP_QA_0002,Superalloys,multi,2,0.843,0.974
SUP_QA_0003,Superalloys,multi,2,0.5596,0.6224
SUP_QA_0004,Superalloys,multi,2,0.4099,0.5776
SUP_QA_0005,Superalloys,single,2,0.4217,0.5483
SUP_QA_0006,Superalloys,single,2,0.7248,0.7576
SUP_QA_0007,Superalloys,single,2,0.592,0.639
SUP_QA_0008,Superalloys,single,2,0.6486,0.7242
SUP_QA_0009,Superalloys,single,2,0.7426,0.7432
SUP_QA_0010,Superalloys,single,2,0.7793,0.8388
SUP_QA_0011,Superalloys,single,2,0.8473,0.876
SUP_QA_0012,Superalloys,single,2,0.9159,0.995
SUP_QA_0013,Superalloys,multi,2,0.9478,0.9481
SUP_QA_0014,Superalloys,single,2,0.8119,0.995
SUP_QA_0015,Superalloys,single,2,0.5739,0.6279
SUP_QA_0016,Superalloys,single,2,0.8247,0.8881
SUP_QA_0017,Superalloys,single,2,0.9787,0.9136
SUP_QA_0018,Superalloys,single,2,0.6618,0.7745
SUP_QA_0019,Superalloys,single,2,0.9284,0.915
SUP_QA_0020,Superalloys,single,2,0.6589,0.7761
SUP_QA_0021,Superalloys,multi,2,0.6405,0.6792
SUP_QA_0022,Superalloys,single,2,0.8591,0.9354
SUP_QA_0023,Superalloys,single,2,0.882,0.8514
SUP_QA_0024,Superalloys,single,2,0.6224,0.7618
SUP_QA_0025,Superalloys,single,2,0.9179,0.995
SUP_QA_0026,Superalloys,single,2,0.7557,0.6979
SUP_QA_0027,Superalloys,multi,2,0.7648,0.9306
SUP_QA_0028,Superalloys,multi,2,0.7973,0.9042
SUP_QA_0029,Superalloys,single,2,0.5688,0.7314
SUP_QA_0030,Superalloys,multi,2,0.6468,0.7497
SUP_QA_0031,Superalloys,single,2,0.8192,0.7954
SUP_QA_0032,Superalloys,single,2,0.7551,0.9303
SUP_QA_0033,Superalloys,single,2,0.995,0.995
SUP_QA_0034,Superalloys,multi,2,0.847,0.8127
SUP_QA_0035,Superalloys,single,2,0.786,0.8518
SUP_QA_0036,Superalloys,single,2,0.7714,0.9558
SUP_QA_0037,Superalloys,single,2,0.8123,0.9166
SUP_QA_0038,Superalloys,single,2,0.5538,0.4965
SUP_QA_0039,Superalloys,single,2,0.4098,0.8548
SUP_QA_0040,Superalloys,multi,2,0.852,0.9881
SUP_QA_0041,Superalloys,single,2,0.2818,0.5403
SUP_QA_0042,Superalloys,single,2,0.5372,0.5859
SUP_QA_0043,Superalloys,single,2,0.601,0.7123
SUP_QA_0044,Superalloys,multi,2,0.7399,0.7027
SUP_QA_0045,Superalloys,single,2,0.902,0.8492
SUP_QA_0046,Superalloys,single,2,0.995,0.995
SUP_QA_0047,Superalloys,multi,2,0.4361,0.5316
SUP_QA_0048,Superalloys,single,2,0.6327,0.723
SUP_QA_0049,Superalloys,multi,2,0.6064,0.853
SUP_QA_0050,Superalloys,single,2,0.8915,0.931
SUP_QA_0051,Superalloys,single,2,0.817,0.9375
SUP_QA_0052,Superalloys,single,2,0.6381,0.6837
SUP_QA_0053,Superalloys,single,2,0.6676,0.6951
SUP_QA_0054,Superalloys,multi,2,0.4583,0.6241
SUP_QA_0055,Superalloys,single,2,0.8782,0.9597
SUP_QA_0056,Superalloys,single,2,0.9106,0.9074
SUP_QA_0057,Superalloys,single,2,0.8618,0.8941
SUP_QA_0058,Superalloys,single,2,0.7338,0.7374
SUP_QA_0059,Superalloys,single,2,0.3607,0.6307
SUP_QA_0060,Superalloys,single,2,0.7079,0.7651
SUP_QA_0061,Superalloys,single,2,0.5743,0.7418
SUP_QA_0062,Superalloys,multi,2,0.465,0.6827
SUP_QA_0063,Superalloys,single,2,0.59,0.7292
SUP_QA_0064,Superalloys,multi,2,0.736,0.8029
SUP_QA_0065,Superalloys,single,2,0.9456,0.9596
SUP_QA_0066,Superalloys,single,2,0.8653,0.8123
SUP_QA_0067,Superalloys,multi,2,0.7652,0.896
SUP_QA_0068,Superalloys,single,2,0.8228,0.8605
SUP_QA_0069,Superalloys,single,2,0.8482,0.929
SUP_QA_0070,Superalloys,multi,2,0.7242,0.9041
SUP_QA_0071,Superalloys,single,2,0.8159,0.8017
SUP_QA_0072,Superalloys,multi,2,0.7731,0.9027
SUP_QA_0073,Superalloys,multi,2,0.8556,0.912
SUP_QA_0074,Superalloys,multi,2,0.7617,0.856
SUP_QA_0075,Superalloys,single,2,0.7557,0.9085
SUP_QA_0076,Superalloys,single,2,0.6999,0.78
SUP_QA_0077,Superalloys,multi,2,0.7817,0.8939
SUP_QA_0078,Superalloys,single,2,0.6722,0.7796
SUP_QA_0079,Superalloys,single,2,0.7474,0.8687
SUP_QA_0080,Superalloys,multi,2,0.4985,0.6389
SUP_QA_0081,Superalloys,multi,2,0.6345,0.8101
SUP_QA_0082,Superalloys,multi,2,0.6134,0.7643
SUP_QA_0083,Superalloys,single,2,0.6354,0.5657
SUP_QA_0084,Superalloys,single,2,0.8093,0.9201
SUP_QA_0085,Superalloys,single,2,0.7221,0.988
SUP_QA_0086,Superalloys,single,2,0.6653,0.6914
SUP_QA_0087,Superalloys,multi,2,0.5079,0.5876
SUP_QA_0088,Superalloys,single,2,0.9446,0.9846
SUP_QA_0089,Superalloys,single,2,0.8708,0.9428
SUP_QA_0090,Superalloys,single,2,0.6186,0.7134
SUP_QA_0091,Superalloys,multi,2,0.8768,0.8783
SUP_QA_0092,Superalloys,single,2,0.7531,0.8005
SUP_QA_0093,Superalloys,multi,2,0.7621,0.7924
SUP_QA_0094,Superalloys,multi,2,0.5445,0.7748
SUP_QA_0095,Superalloys,multi,2,0.5153,0.7492
SUP_QA_0096,Superalloys,single,2,0.6897,0.6797
SUP_QA_0097,Superalloys,multi,2,0.6778,0.7641
SUP_QA_0098,Superalloys,single,2,0.1941,0.5348
SUP_QA_0099,Superalloys,single,2,0.7672,0.9846
SUP_QA_0100,Superalloys,multi,2,0.5449,0.7075
SUP_QA_0101,Superalloys,single,2,0.995,0.9608
SUP_QA_0102,Superalloys,multi,2,0.7193,0.7266
SUP_QA_0103,Superalloys,multi,2,0.743,0.8429
SUP_QA_0104,Superalloys,single,2,0.814,0.7428
SUP_QA_0105,Superalloys,single,2,0.9253,0.995
SUP_QA_0106,Superalloys,single,2,0.5765,0.6119
SUP_QA_0107,Superalloys,single,2,0.6459,0.8237
SUP_QA_0108,Superalloys,single,2,0.7617,0.7738
SUP_QA_0109,Superalloys,single,2,0.4638,0.6449
SUP_QA_0110,Superalloys,single,2,0.7891,0.9726
SUP_QA_0111,Superalloys,single,2,0.7404,0.9022
SUP_QA_0112,Superalloys,multi,2,0.792,0.9193
SUP_QA_0113,Superalloys,single,2,0.5858,0.6724
SUP_QA_0114,Superalloys,single,2,0.425,0.6017
SUP_QA_0115,Superalloys,multi,2,0.6568,0.7837
SUP_QA_0116,Superalloys,multi,2,0.8119,0.8909
SUP_QA_0117,Superalloys,multi,2,0.8029,0.8449
SUP_QA_0118,Superalloys,single,2,0.9925,0.995
SUP_QA_0119,Superalloys,single,2,0.5402,0.6032
SUP_QA_0120,Superalloys,single,2,0.3239,0.5973
SUP_QA_0121,Superalloys,single,2,0.5931,0.6352
SUP_QA_0122,Superalloys,single,2,0.7575,0.9211
SUP_QA_0123,Superalloys,single,2,0.6842,0.7613
SUP_QA_0124,Superalloys,single,2,0.6871,0.8792
SUP_QA_0125,Superalloys,multi,2,0.6264,0.739
SUP_QA_0126,Superalloys,multi,2,0.8298,0.7632
SUP_QA_0127,Superalloys,single,2,0.5736,0.7933
SUP_QA_0128,Superalloys,multi,2,0.6631,0.8539
SUP_QA_0129,Superalloys,multi,2,0.6705,0.7542
SUP_QA_0130,Superalloys,multi,2,0.5488,0.6703
SUP_QA_0131,Superalloys,single,2,0.8285,0.8257
SUP_QA_0132,Superalloys,multi,2,0.934,0.9515
BAT_QA_0001,Batteries,single,3,0.7449,0.9665
BAT_QA_0002,Batteries,single,3,0.7839,0.7518
BAT_QA_0003,Batteries,multi,3,0.9479,0.9844
BAT_QA_0004,Batteries,single,3,0.9045,0.9378
BAT_QA_0005,Batteries,single,3,0.9435,0.9143
BAT_QA_0006,Batteries,single,3,0.887,0.97
BAT_QA_0007,Batteries,multi,3,0.7164,0.7407
BAT_QA_0008,Batteries,single,3,0.9439,0.9699
BAT_QA_0009,Batteries,single,3,0.6222,0.749
BAT_QA_0010,Batteries,single,3,0.9512,0.995
BAT_QA_0011,Batteries,single,3,0.6886,0.7557
BAT_QA_0012,Batteries,single,3,0.806,0.9905
BAT_QA_0013,Batteries,single,3,0.9627,0.995
BAT_QA_0014,Batteries,multi,3,0.8334,0.9474
BAT_QA_0015,Batteries,multi,3,0.8686,0.9421
BAT_QA_0016,Batteries,single,3,0.5871,0.7593
BAT_QA_0017,Batteries,multi,3,0.6779,0.8873
BAT_QA_0018,Batteries,single,3,0.8029,0.8191
BAT_QA_0019,Batteries,single,3,0.7836,0.8735
BAT_QA_0020,Batteries,single,3,0.5476,0.6912
BAT_QA_0021,Batteries,single,3,0.6466,0.7529
BAT_QA_0022,Batteries,multi,3,0.7106,0.704
BAT_QA_0023,Batteries,single,3,0.7533,0.8263
BAT_QA_0024,Batteries,single,3,0.7964,0.8971
BAT_QA_0025,Batteries,single,3,0.8721,0.9667
BAT_QA_0026,Batteries,multi,3,0.8191,0.7962
BAT_QA_0027,Batteries,single,3,0.995,0.9531
BAT_QA_0028,Batteries,single,3,0.7049,0.8186
BAT_QA_0029,Batteries,single,3,0.995,0.995
BAT_QA_0030,Batteries,single,3,0.995,0.995
BAT_QA_0031,Batteries,multi,3,0.9331,0.995
BAT_QA_0032,Batteries,multi,3,0.7596,0.8538
BAT_QA_0033,Batteries,single,3,0.7524,0.9115
BAT_QA_0034,Batteries,single,3,0.53,0.6915
BAT_QA_0035,Batteries,multi,3,0.742,0.9621
BAT_QA_0036,Batteries,single,3,0.8607,0.8284
BAT_QA_0037,Batteries,multi,3,0.995,0.9614
BAT_QA_0038,Batteries,single,3,0.4629,0.5766
BAT_QA_0039,Batteries,multi,3,0.652,0.755
BAT_QA_0040,Batteries,single,3,0.8281,0.9617
BAT_QA_0041,Batteries,single,3,0.792,0.7918
BAT_QA_0042,Batteries,multi,3,0.6137,0.7614
BAT_QA_0043,Batteries,single,3,0.8778,0.995
BAT_QA_0044,Batteries,single,3,0.9591,0.95
BAT_QA_0045,Batteries,multi,3,0.907,0.9364
BAT_QA_0046,Batteries,multi,3,0.6958,0.8483
BAT_QA_0047,Batteries,single,3,0.9166,0.9715
BAT_QA_0048,Batteries,single,3,0.836,0.7832
BAT_QA_0049,Batteries,single,3,0.7302,0.7314
BAT_QA_0050,Batteries,single,3,0.7162,0.7708
BAT_QA_0051,Batteries,single,3,0.7119,0.7035
BAT_QA_0052,Batteries,single,3,0.6525,0.706
BAT_QA_0053,Batteries,single,3,0.776,0.8156
BAT_QA_0054,Batteries,single,3,0.922,0.8493
BAT_QA_0055,Batteries,single,3,0.777,0.8455
BAT_QA_0056,Batteries,single,3,0.995,0.995
BAT_QA_0057,Batteries,multi,3,0.7288,0.7501
BAT_QA_0058,Batteries,single,3,0.8647,0.995
BAT_QA_0059,Batteries,single,3,0.836,0.8813
BAT_QA_0060,Batteries,multi,3,0.6663,0.7588
BAT_QA_0061,Batteries,single,3,0.8702,0.8627
BAT_QA_0062,Batteries,multi,3,0.443,0.7019
BAT_QA_0063,Batteries,single,3,0.6977,0.8582
BAT_QA_0064,Batteries,single,3,0.7658,0.995
BAT_QA_0065,Batteries,single,3,0.8802,0.978
BAT_QA_0066,Batteries,single,3,0.6244,0.6714
BAT_QA_0067,Batteries,single,3,0.5376,0.7383
BAT_QA_0068,Batteries,multi,3,0.6924,0.7782
BAT_QA_0069,Batteries,single,3,0.8875,0.936
BAT_QA_0070,Batteries,multi,3,0.7135,0.8987
BAT_QA_0071,Batteries,single,3,0.6918,0.8863
BAT_QA_0072,Batteries,multi,3,0.9541,0.9121
BAT_QA_0073,Batteries,single,3,0.8736,0.995
BAT_QA_0074,Batteries,multi,3,0.7946,0.9026
BAT_QA_0075,Batteries,single,3,0.4058,0.6044
BAT_QA_0076,Batteries,multi,3,0.7573,0.8438
BAT_QA_0077,Batteries,single,3,0.9685,0.8733
BAT_QA_0078,Batteries,single,3,0.7704,0.7908
BAT_QA_0079,Batteries,multi,3,0.85,0.9859
BAT_QA_0080,Batteries,single,3,0.7062,0.8081
BAT_QA_0081,Batteries,single,3,0.6324,0.9238
BAT_QA_0082,Batteries,multi,3,0.6592,0.9019
BAT_QA_0083,Batteries,single,3,0.7034,0.6354
BAT_QA_0084,Batteries,single,3,0.6783,0.7859
BAT_QA_0085,Batteries,multi,3,0.8123,0.8679
BAT_QA_0086,Batteries,multi,3,0.5861,0.9012
BAT_QA_0087,Batteries,single,3,0.6952,0.8517
BAT_QA_0088,Batteries,single,3,0.6911,0.743
BAT_QA_0089,Batteries,single,3,0.829,0.8976
BAT_QA_0090,Batteries,single,3,0.6469,0.7713
BAT_QA_0091,Batteries,single,3,0.6325,0.7602
BAT_QA_0092,Batteries,single,3,0.9252,0.8806
BAT_QA_0093,Batteries,single,3,0.6325,0.7945
BAT_QA_0094,Batteries,single,3,0.9059,0.8451
BAT_QA_0095,Batteries,single,3,0.8622,0.8219
BAT_QA_0096,Batteries,single,3,0.6731,0.7842
BAT_QA_0097,Batteries,multi,3,0.6054,0.6589
BAT_QA_0098,Batteries,multi,3,0.6166,0.7474
BAT_QA_0099,Batteries,single,3,0.7694,0.7774
BAT_QA_0100,Batteries,multi,3,0.6507,0.6841
BAT_QA_0101,Batteries,single,3,0.6841,0.8059
BAT_QA_0102,Batteries,multi,3,0.6277,0.7355
BAT_QA_0103,Batteries,single,3,0.8542,0.7799
BAT_QA_0104,Batteries,multi,3,0.6854,0.6762
BAT_QA_0105,Batteries,single,3,0.9174,0.9014
BAT_QA_0106,Batteries,multi,3,0.9396,0.9056
BAT_QA_0107,Batteries,multi,3,0.6912,0.7694
BAT_QA_0108,Batteries,single,3,0.6215,0.847
BAT_QA_0109,Batteries,single,3,0.6356,0.7751
BAT_QA_0110,Batteries,single,3,0.4837,0.6476
BAT_QA_0111,Batteries,multi,3,0.995,0.995
BAT_QA_0112,Batteries,single,3,0.8908,0.9516
BAT_QA_0113,Batteries,multi,3,0.7226,0.8271
BAT_QA_0114,Batteries,multi,3,0.8219,0.7833
BAT_QA_0115,Batteries,multi,3,0.8127,0.8814
BAT_QA_0116,Batteries,single,3,0.995,0.995
BAT_QA_0117,Batteries,multi,3,0.776,0.8771
BAT_QA_0118,Batteries,single,3,0.8526,0.9343
BAT_QA_0119,Batteries,single,3,0.7085,0.7578
BAT_QA_0120,Batteries,single,3,0.7142,0.7927
BAT_QA_0121,Batteries,single,3,0.7914,0.786
BAT_QA_0122,Batteries,single,3,0.5732,0.7259
BAT_QA_0123,Batteries,single,3,0.995,0.995
BAT_QA_0124,Batteries,single,3,0.6209,0.7608
SEM_QA_0001,Semiconductors,single,3,0.6461,0.692
SEM_QA_0002,Semiconductors,single,3,0.5615,0.7657
SEM_QA_0003,Semiconductors,single,3,0.8043,0.869
SEM_QA_0004,Semiconductors,single,3,0.8528,0.995
SEM_QA_0005,Semiconductors,multi,3,0.8024,0.8826
SEM_QA_0006,Semiconductors,multi,3,0.6522,0.6987
SEM_QA_0007,Semiconductors,single,3,0.7687,0.8573
SEM_QA_0008,Semiconductors,single,3,0.6952,0.8683
SEM_QA_0009,Semiconductors,single,3,0.6122,0.6849
SEM_QA_0010,Semiconductors,single,3,0.9935,0.995
SEM_QA_0011,Semiconductors,single,3,0.6725,0.7836
SEM_QA_0012,Semiconductors,single,3,0.5442,0.6359
SEM_QA_0013,Semiconductors,multi,3,0.7293,0.8019
SEM_QA_0014,Semiconductors,single,3,0.7463,0.7806
SEM_QA_0015,Semiconductors,multi,3,0.5796,0.8459
SEM_QA_0016,Semiconductors,single,3,0.8397,0.8859
SEM_QA_0017,Semiconductors,single,3,0.7152,0.8372
SEM_QA_0018,Semiconductors,multi,3,0.8641,0.9221
SEM_QA_0019,Semiconductors,single,3,0.8101,0.9522
SEM_QA_0020,Semiconductors,single,3,0.638,0.7346
SEM_QA_0021,Semiconductors,single,3,0.8479,0.9226
SEM_QA_0022,Semiconductors,single,3,0.9512,0.995
SEM_QA_0023,Semiconductors,single,3,0.6024,0.7745
SEM_QA_0024,Semiconductors,multi,3,0.3235,0.4886
SEM_QA_0025,Semiconductors,single,3,0.9317,0.8538
SEM_QA_0026,Semiconductors,single,3,0.5925,0.8024
SEM_QA_0027,Semiconductors,single,3,0.8661,0.8057
SEM_QA_0028,Semiconductors,multi,3,0.569,0.5958
SEM_QA_0029,Semiconductors,single,3,0.9713,0.8956
SEM_QA_0030,Semiconductors,single,3,0.9252,0.9579
SEM_QA_0031,Semiconductors,multi,3,0.7895,0.891
SEM_QA_0032,Semiconductors,single,3,0.5718,0.8589
SEM_QA_0033,Semiconductors,multi,3,0.7349,0.7193
SEM_QA_0034,Semiconductors,multi,3,0.7909,0.8272
SEM_QA_0035,Semiconductors,single,3,0.8114,0.8691
SEM_QA_0036,Semiconductors,single,3,0.8112,0.8513
SEM_QA_0037,Semiconductors,multi,3,0.5048,0.6394
SEM_QA_0038,Semiconductors,single,3,0.995,0.9843
SEM_QA_0039,Semiconductors,multi,3,0.4325,0.6731
SEM_QA_0040,Semiconductors,multi,3,0.6511,0.765
SEM_QA_0041,Semiconductors,single,3,0.763,0.8235
SEM_QA_0042,Semiconductors,multi,3,0.645,0.7132
SEM_QA_0043,Semiconductors,multi,3,0.6538,0.7698
SEM_QA_0044,Semiconductors,multi,3,0.8267,0.9618
SEM_QA_0045,Semiconductors,single,3,0.6701,0.786
