query_id,domain,question_type,run,faithfulness,answer_relevancy,ref_faithfulness,ref_answer_relevancy
BAT_QA_0091,Batteries,single,1,0.9664,0.9387,0.9182,0.923
BAT_QA_0092,Batteries,single,1,0.7367,0.7612,0.7166,0.7102
BAT_QA_0093,Batteries,single,1,0.8998,0.8044,0.8489,0.7492
BAT_QA_0094,Batteries,single,1,0.7375,0.6979,0.6534,0.5925
BAT_QA_0095,Batteries,single,1,0.9722,0.995,0.9323,0.9757
BAT_QA_0096,Batteries,single,1,0.96,0.967,0.9414,0.9534
BAT_QA_0097,Batteries,multi,1,0.8357,0.6401,0.7624,0.5118
BAT_QA_0098,Batteries,multi,1,0.844,0.695,0.743,0.6083
BAT_QA_0099,Batteries,single,1,0.8717,0.7441,0.8044,0.6838
BAT_QA_0100,Batteries,multi,1,0.9388,0.8033,0.9226,0.7805
BAT_QA_0101,Batteries,single,1,0.886,0.9107,0.8544,0.883
BAT_QA_0102,Batteries,multi,1,0.9047,0.9254,0.8258,0.8821
BAT_QA_0103,Batteries,single,1,0.9748,0.995,0.9658,0.9896
BAT_QA_0104,Batteries,multi,1,0.8666,0.7983,0.7874,0.7785
BAT_QA_0105,Batteries,single,1,0.8501,0.8071,0.7863,0.7195
BAT_QA_0106,Batteries,multi,1,0.9226,0.8055,0.8577,0.7356
BAT_QA_0107,Batteries,multi,1,0.8417,0.8328,0.777,0.7689
BAT_QA_0108,Batteries,single,1,0.9522,0.9344,0.9255,0.9268
BAT_QA_0109,Batteries,single,1,0.8682,0.844,0.8101,0.7806
BAT_QA_0110,Batteries,single,1,0.966,0.822,0.9004,0.7717
BAT_QA_0111,Batteries,multi,1,0.9552,0.9491,0.9184,0.9261
BAT_QA_0112,Batteries,single,1,0.9693,0.9715,0.9608,0.9265
BAT_QA_0113,Batteries,multi,1,0.9282,0.8066,0.852,0.7836
BAT_QA_0114,Batteries,multi,1,0.8223,0.7801,0.7624,0.6711
BAT_QA_0115,Batteries,multi,1,0.995,0.9883,0.9836,0.9605
BAT_QA_0116,Batteries,single,1,0.9638,0.961,0.9176,0.9788
BAT_QA_0117,Batteries,multi,1,0.7197,0.7687,0.5928,0.677
BAT_QA_0118,Batteries,single,1,0.8992,0.8345,0.8412,0.7885
BAT_QA_0119,Batteries,single,1,0.7177,0.7904,0.596,0.703
BAT_QA_0120,Batteries,single,1,0.9547,0.9403,0.8972,0.935
BAT_QA_0121,Batteries,single,1,0.8981,0.8034,0.8271,0.7265
BAT_QA_0122,Batteries,single,1,0.9742,0.9387,0.9227,0.8918
BAT_QA_0123,Batteries,single,1,0.995,0.9797,0.9638,0.9586
BAT_QA_0124,Batteries,single,1,0.7227,0.718,0.6206,0.6365
SUP_QA_0001,Superalloys,single,2,0.8498,0.7686,0.8176,0.7163
SUP_QA_0002,Superalloys,multi,2,0.9459,0.9508,0.9251,0.9271
SUP_QA_0003,Superalloys,multi,2,0.7905,0.7047,0.6949,0.6128
SUP_QA_0004,Superalloys,multi,2,0.72,0.8088,0.5836,0.7563
SUP_QA_0005,Superalloys,single,2,0.7292,0.535,0.621,0.5191
SUP_QA_0006,Superalloys,single,2,0.9859,0.9032,0.9309,0.8856
SUP_QA_0007,Superalloys,single,2,0.995,0.97,0.995,0.9481
SUP_QA_0008,Superalloys,single,2,0.995,0.9438,0.995,0.9239
SUP_QA_0009,Superalloys,single,2,0.9835,0.9921,0.9746,0.9349
SUP_QA_0010,Superalloys,single,2,0.9082,0.8802,0.8463,0.8101
SUP_QA_0011,Superalloys,single,2,0.9099,0.8119,0.8428,0.7389
SUP_QA_0012,Superalloys,single,2,0.8044,0.7232,0.7284,0.6695
SUP_QA_0013,Superalloys,multi,2,0.8942,0.7704,0.8481,0.7074
SUP_QA_0014,Superalloys,single,2,0.9212,0.6879,0.8778,0.6198
SUP_QA_0015,Superalloys,single,2,0.9704,0.8899,0.9284,0.8536
SUP_QA_0016,Superalloys,single,2,0.8329,0.7887,0.7902,0.7591
SUP_QA_0017,Superalloys,single,2,0.995,0.987,0.9756,0.9654
SUP_QA_0018,Superalloys,single,2,0.9908,0.995,0.9788,0.9654
SUP_QA_0019,Superalloys,single,2,0.9849,0.9588,0.9734,0.9406
SUP_QA_0020,Superalloys,single,2,0.9624,0.9477,0.9247,0.9215
SUP_QA_0021,Superalloys,multi,2,0.995,0.9625,0.995,0.9239
SUP_QA_0022,Superalloys,single,2,0.8317,0.7837,0.7447,0.7119
SUP_QA_0023,Superalloys,single,2,0.9413,0.9799,0.9071,0.932
SUP_QA_0024,Superalloys,single,2,0.8461,0.9287,0.7632,0.8526
SUP_QA_0025,Superalloys,single,2,0.8989,0.995,0.8564,0.9487
SUP_QA_0026,Superalloys,single,2,0.8821,0.9733,0.8024,0.9606
SUP_QA_0027,Superalloys,multi,2,0.7096,0.7107,0.6164,0.6221
SUP_QA_0028,Superalloys,multi,2,0.9894,0.9559,0.9346,0.9145
SUP_QA_0029,Superalloys,single,2,0.8328,0.8586,0.7837,0.8185
SUP_QA_0030,Superalloys,multi,2,0.7426,0.8134,0.6669,0.7322
SUP_QA_0031,Superalloys,single,2,0.9533,0.9582,0.9307,0.922
SUP_QA_0032,Superalloys,single,2,0.8992,0.814,0.7935,0.7279
SUP_QA_0033,Superalloys,single,2,0.8496,0.7278,0.7934,0.6592
SUP_QA_0034,Superalloys,multi,2,0.9696,0.9666,0.9612,0.9155
SUP_QA_0035,Superalloys,single,2,0.9511,0.9574,0.9233,0.9087
SUP_QA_0036,Superalloys,single,2,0.995,0.9614,0.9635,0.9198
SUP_QA_0037,Superalloys,single,2,0.9902,0.9322,0.9547,0.9199
SUP_QA_0038,Superalloys,single,2,0.995,0.9656,0.9767,0.936
SUP_QA_0039,Superalloys,single,2,0.995,0.8824,0.9444,0.7792
SUP_QA_0040,Superalloys,multi,2,0.995,0.9463,0.995,0.9492
SUP_QA_0041,Superalloys,single,2,0.995,0.9845,0.9755,0.948
SUP_QA_0042,Superalloys,single,2,0.9782,0.9903,0.9487,0.9186
SUP_QA_0043,Superalloys,single,2,0.8495,0.8401,0.7757,0.7796
SUP_QA_0044,Superalloys,multi,2,0.9358,0.8571,0.9026,0.7934
SUP_QA_0045,Superalloys,single,2,0.7448,0.7165,0.6539,0.6138
SUP_QA_0046,Superalloys,single,2,0.6935,0.6363,0.55,0.5312
SUP_QA_0047,Superalloys,multi,2,0.9624,0.7908,0.912,0.7174
SUP_QA_0048,Superalloys,single,2,0.9372,0.9804,0.8741,0.9418
SUP_QA_0049,Superalloys,multi,2,0.8874,0.8769,0.8499,0.8201
SUP_QA_0050,Superalloys,single,2,0.9249,0.9611,0.907,0.9373
SUP_QA_0051,Superalloys,single,2,0.9099,0.9187,0.8729,0.9017
SUP_QA_0052,Superalloys,single,2,0.8618,0.7484,0.7852,0.6729
SUP_QA_0053,Superalloys,single,2,0.936,0.9094,0.8715,0.8397
SUP_QA_0054,Superalloys,multi,2,0.925,0.9651,0.8866,0.9114
SUP_QA_0055,Superalloys,single,2,0.8339,0.7775,0.7612,0.6769
SUP_QA_0056,Superalloys,single,2,0.9496,0.7998,0.9122,0.7792
SUP_QA_0057,Superalloys,single,2,0.8507,0.8539,0.7691,0.7956
SUP_QA_0058,Superalloys,single,2,0.9243,0.9004,0.8347,0.8794
SUP_QA_0059,Superalloys,single,2,0.963,0.9384,0.9339,0.8856
SUP_QA_0060,Superalloys,single,2,0.8199,0.6215,0.7792,0.5223
SUP_QA_0061,Superalloys,single,2,0.8724,0.7824,0.8012,0.7225
SUP_QA_0062,Superalloys,multi,2,0.6384,0.5191,0.5039,0.3808
SUP_QA_0063,Superalloys,single,2,0.995,0.9273,0.9604,0.9107
SUP_QA_0064,Superalloys,multi,2,0.995,0.9579,0.9629,0.9324
SUP_QA_0065,Superalloys,single,2,0.9709,0.995,0.9655,0.9654
SUP_QA_0066,Superalloys,single,2,0.995,0.9617,0.977,0.9221
SUP_QA_0067,Superalloys,multi,2,0.9361,0.6909,0.9051,0.6317
SUP_QA_0068,Superalloys,single,2,0.9944,0.9649,0.9793,0.9357
SUP_QA_0069,Superalloys,single,2,0.9116,0.7746,0.8732,0.7364
SUP_QA_0070,Superalloys,multi,2,0.7582,0.7124,0.6863,0.6393
SUP_QA_0071,Superalloys,single,2,0.9376,0.8417,0.9098,0.7714
SUP_QA_0072,Superalloys,multi,2,0.8934,0.7571,0.8503,0.7482
SUP_QA_0073,Superalloys,multi,2,0.6994,0.5903,0.5924,0.4872
SUP_QA_0074,Superalloys,multi,2,0.9333,0.9336,0.8986,0.9063
SUP_QA_0075,Superalloys,single,2,0.995,0.9548,0.9764,0.8826
SUP_QA_0076,Superalloys,single,2,0.8884,0.8116,0.8353,0.7261
SUP_QA_0077,Superalloys,multi,2,0.9746,0.9939,0.9602,0.9654
SUP_QA_0078,Superalloys,single,2,0.6441,0.7082,0.5183,0.6437
SUP_QA_0079,Superalloys,single,2,0.9703,0.9267,0.947,0.8737
SUP_QA_0080,Superalloys,multi,2,0.9217,0.9883,0.9091,0.9654
SUP_QA_0081,Superalloys,multi,2,0.8376,0.7576,0.7673,0.6821
SUP_QA_0082,Superalloys,multi,2,0.972,0.995,0.9501,0.9654
SUP_QA_0083,Superalloys,single,2,0.8373,0.5792,0.7438,0.4673
SUP_QA_0084,Superalloys,single,2,0.9891,0.916,0.9557,0.9084
SUP_QA_0085,Superalloys,single,2,0.9601,0.9719,0.9504,0.9597
SUP_QA_0086,Superalloys,single,2,0.995,0.9509,0.9773,0.9507
SUP_QA_0087,Superalloys,multi,2,0.9486,0.939,0.8971,0.9458
SUP_QA_0088,Superalloys,single,2,0.8585,0.7909,0.8321,0.7306
SUP_QA_0089,Superalloys,single,2,0.9866,0.8425,0.9857,0.8094
SUP_QA_0090,Superalloys,single,2,0.8132,0.9076,0.7466,0.8598
SUP_QA_0091,Superalloys,multi,2,0.9714,0.8132,0.9355,0.7608
SUP_QA_0092,Superalloys,single,2,0.7172,0.571,0.5967,0.4406
SUP_QA_0093,Superalloys,multi,2,0.974,0.9464,0.9196,0.9368
SUP_QA_0094,Superalloys,multi,2,0.9465,0.976,0.9369,0.9335
SUP_QA_0095,Superalloys,multi,2,0.995,0.6905,0.9902,0.5821
SUP_QA_0096,Superalloys,single,2,0.995,0.9511,0.9728,0.9112
SUP_QA_0097,Superalloys,multi,2,0.8863,0.692,0.8212,0.6405
SUP_QA_0098,Superalloys,single,2,0.6847,0.6327,0.589,0.5174
SUP_QA_0099,Superalloys,single,2,0.995,0.9834,0.9733,0.9654
SUP_QA_0100,Superalloys,multi,2,0.6508,0.6401,0.5103,0.5313
SUP_QA_0101,Superalloys,single,2,0.9817,0.9033,0.9156,0.8585
SUP_QA_0102,Superalloys,multi,2,0.8962,0.995,0.8454,0.9262
SUP_QA_0103,Superalloys,multi,2,0.9916,0.94,0.9708,0.8977
SUP_QA_0104,Superalloys,single,2,0.7672,0.8224,0.6844,0.7579
SUP_QA_0105,Superalloys,single,2,0.9896,0.9495,0.9906,0.9408
SUP_QA_0106,Superalloys,single,2,0.9218,0.8179,0.8774,0.7662
SUP_QA_0107,Superalloys,single,2,0.8853,0.7972,0.8274,0.7306
SUP_QA_0108,Superalloys,single,2,0.8999,0.8316,0.8478,0.799
SUP_QA_0109,Superalloys,single,2,0.8944,0.864,0.8654,0.8462
SUP_QA_0110,Superalloys,single,2,0.995,0.9741,0.995,0.9395
SUP_QA_0111,Superalloys,single,2,0.995,0.8484,0.9694,0.802
SUP_QA_0112,Superalloys,multi,2,0.9271,0.9485,0.8813,0.9106
SUP_QA_0113,Superalloys,single,2,0.8297,0.8417,0.7618,0.8027
SUP_QA_0114,Superalloys,single,2,0.6525,0.5909,0.518,0.4382
SUP_QA_0115,Superalloys,multi,2,0.875,0.8566,0.8377,0.8085
SUP_QA_0116,Superalloys,multi,2,0.9802,0.9563,0.9184,0.9077
SUP_QA_0117,Superalloys,multi,2,0.943,0.9509,0.883,0.908
SUP_QA_0118,Superalloys,single,2,0.943,0.7985,0.8759,0.7399
SUP_QA_0119,Superalloys,single,2,0.985,0.9195,0.9535,0.8648
SUP_QA_0120,Superalloys,single,2,0.7819,0.6563,0.6926,0.5542
SUP_QA_0121,Superalloys,single,2,0.6684,0.6733,0.5981,0.5703
SUP_QA_0122,Superalloys,single,2,0.9914,0.9585,0.9666,0.9197
SUP_QA_0123,Superalloys,single,2,0.9787,0.9469,0.9676,0.9545
SUP_QA_0124,Superalloys,single,2,0.6983,0.681,0.5801,0.6118
SUP_QA_0125,Superalloys,multi,2,0.8829,0.9288,0.8188,0.8964
SUP_QA_0126,Superalloys,multi,2,0.8755,0.694,0.7945,0.6095
SUP_QA_0127,Superalloys,single,2,0.995,0.896,0.9902,0.897
SUP_QA_0128,Superalloys,multi,2,0.9288,0.9024,0.9132,0.8586
SUP_QA_0129,Superalloys,multi,2,0.6243,0.788,0.6085,0.7028
SUP_QA_0130,Superalloys,multi,2,0.995,0.9484,0.9613,0.9246
SUP_QA_0131,Superalloys,single,2,0.995,0.9623,0.994,0.9418
SUP_QA_0132,Superalloys,multi,2,0.995,0.925,0.9751,0.9132
SEM_QA_0001,Semiconductors,single,2,0.8049,0.8433,0.7849,0.8122
SEM_QA_0002,Semiconductors,single,2,0.9896,0.9129,0.9584,0.8796
SEM_QA_0003,Semiconductors,single,2,0.8733,0.8831,0.7913,0.8341
SEM_QA_0004,Semiconductors,single,2,0.995,0.9575,0.9688,0.9153
SEM_QA_0005,Semiconductors,multi,2,0.9095,0.8639,0.834,0.8296
SEM_QA_0006,Semiconductors,multi,2,0.7451,0.75,0.6655,0.6876
SEM_QA_0007,Semiconductors,single,2,0.7871,0.8509,0.7257,0.7994
SEM_QA_0008,Semiconductors,single,2,0.6828,0.7863,0.6586,0.7277
SEM_QA_0009,Semiconductors,single,2,0.995,0.995,0.995,0.9654
SEM_QA_0010,Semiconductors,single,2,0.7644,0.6086,0.6621,0.5837
SEM_QA_0011,Semiconductors,single,2,0.6751,0.5087,0.5807,0.3725
SEM_QA_0012,Semiconductors,single,2,0.963,0.845,0.9547,0.8008
SEM_QA_0013,Semiconductors,multi,2,0.9925,0.9045,0.9761,0.8912
SEM_QA_0014,Semiconductors,single,2,0.9804,0.9454,0.9284,0.9329
SEM_QA_0015,Semiconductors,multi,2,0.9875,0.974,0.9611,0.956
SEM_QA_0016,Semiconductors,single,2,0.7703,0.6589,0.7012,0.5645
SEM_QA_0017,Semiconductors,single,2,0.8949,0.9524,0.8801,0.9144
SEM_QA_0018,Semiconductors,multi,2,0.8621,0.8696,0.8097,0.786
SEM_QA_0019,Semiconductors,single,2,0.9567,0.9925,0.9523,0.9428
SEM_QA_0020,Semiconductors,single,2,0.8127,0.8932,0.7385,0.8565
SEM_QA_0021,Semiconductors,single,2,0.9203,0.8784,0.8669,0.844
SEM_QA_0022,Semiconductors,single,2,0.9524,0.9553,0.9215,0.9491
SEM_QA_0023,Semiconductors,single,2,0.7848,0.7181,0.7043,0.6618
SEM_QA_0024,Semiconductors,multi,2,0.6009,0.6278,0.4954,0.5233
SEM_QA_0025,Semiconductors,single,2,0.8659,0.907,0.8371,0.8719
SEM_QA_0026,Semiconductors,single,2,0.9165,0.9209,0.9038,0.8679
SEM_QA_0027,Semiconductors,single,2,0.995,0.9593,0.9793,0.9488
SEM_QA_0028,Semiconductors,multi,2,0.9726,0.9112,0.9487,0.8636
SEM_QA_0029,Semiconductors,single,2,0.8502,0.8453,0.8103,0.8052
SEM_QA_0030,Semiconductors,single,2,0.805,0.7887,0.7537,0.7139
SEM_QA_0031,Semiconductors,multi,2,0.9569,0.995,0.9445,0.9654
SEM_QA_0032,Semiconductors,single,2,0.9613,0.8987,0.9177,0.8152
SEM_QA_0033,Semiconductors,multi,2,0.7591,0.7154,0.6569,0.6405
SEM_QA_0034,Semiconductors,multi,2,0.8513,0.934,0.8124,0.8705
SEM_QA_0035,Semiconductors,single,2,0.9941,0.9623,0.9565,0.9155
SEM_QA_0036,Semiconductors,single,2,0.995,0.9502,0.96,0.9124
SEM_QA_0037,Semiconductors,multi,2,0.9196,0.9401,0.9178,0.8979
SEM_QA_0038,Semiconductors,single,2,0.7562,0.5423,0.6576,0.4023
SEM_QA_0039,Semiconductors,multi,2,0.7008,0.6487,0.6121,0.6266
SEM_QA_0040,Semiconductors,multi,2,0.9634,0.9036,0.9143,0.8799
SEM_QA_0041,Semiconductors,single,2,0.8725,0.8527,0.8511,0.7792
SEM_QA_0042,Semiconductors,multi,2,0.995,0.9483,0.9655,0.9101
SEM_QA_0043,Semiconductors,multi,2,0.841,0.8898,0.7703,0.8477
SEM_QA_0044,Semiconductors,multi,2,0.7278,0.7023,0.6309,0.6947
SEM_QA_0045,Semiconductors,single,2,0.8771,0.8408,0.8315,0.7954
SEM_QA_0046,Semiconductors,single,2,0.8729,0.7404,0.8,0.711
SEM_QA_0047,Semiconductors,single,2,0.9729,0.8974,0.9577,0.8909
SEM_QA_0048,Semiconductors,multi,2,0.8637,0.8752,0.7944,0.8683
SEM_QA_0049,Semiconductors,multi,2,0.6119,0.6524,0.4897,0.5533
SEM_QA_0050,Semiconductors,single,2,0.7921,0.8701,0.7365,0.8183
SEM_QA_0051,Semiconductors,single,2,0.9213,0.8833,0.88,0.854
SEM_QA_0052,Semiconductors,single,2,0.995,0.927,0.995,0.9016
SEM_QA_0053,Semiconductors,single,2,0.7129,0.783,0.5832,0.6953
SEM_QA_0054,Semiconductors,single,2,0.8151,0.5614,0.7472,0.4776
SEM_QA_0055,Semiconductors,multi,2,0.5817,0.6013,0.5669,0.4919
SEM_QA_0056,Semiconductors,multi,2,0.897,0.8824,0.8465,0.8545
SEM_QA_0057,Semiconductors,multi,2,0.843,0.7721,0.7734,0.7043
SEM_QA_0058,Semiconductors,multi,2,0.9683,0.906,0.9431,0.8971
SEM_QA_0059,Semiconductors,single,2,0.8077,0.7021,0.7418,0.6574
SEM_QA_0060,Semiconductors,single,2,0.8717,0.6352,0.7761,0.5644
SEM_QA_0061,Semiconductors,single,2,0.856,0.952,0.8233,0.9242
SEM_QA_0062,Semiconductors,single,2,0.9595,0.9581,0.9326,0.9397
SEM_QA_0063,Semiconductors,multi,2,0.9354,0.9597,0.9116,0.9354
SEM_QA_0064,Semiconductors,multi,2,0.8469,0.867,0.7743,0.8199
SEM_QA_0065,Semiconductors,single,2,0.7552,0.7331,0.6387,0.6495
SEM_QA_0066,Semiconductors,multi,2,0.8728,0.8781,0.7817,0.8516
SEM_QA_0067,Semiconductors,single,2,0.995,0.9613,0.9833,0.893
SEM_QA_0068,Semiconductors,multi,2,0.995,0.9569,0.995,0.9442
SEM_QA_0069,Semiconductors,multi,2,0.8476,0.8609,0.8096,0.789
SEM_QA_0070,Semiconductors,single,2,0.995,0.995,0.9647,0.9654
SEM_QA_0071,Semiconductors,single,2,0.9068,0.9503,0.863,0.9567
SEM_QA_0072,Semiconductors,single,2,0.9228,0.9056,0.8959,0.8852
SEM_QA_0073,Semiconductors,single,2,0.995,0.9491,0.995,0.9086
SEM_QA_0074,Semiconductors,single,2,0.9351,0.9441,0.8961,0.9332
SEM_QA_0075,Semiconductors,single,2,0.833,0.8982,0.7615,0.8319
SEM_QA_0076,Semiconductors,multi,2,0.7805,0.8014,0.687,0.7253
SEM_QA_0077,Semiconductors,single,2,0.995,0.8687,0.9506,0.8352
SEM_QA_0078,Semiconductors,single,2,0.995,0.9497,0.9579,0.9232
SEM_QA_0079,Semiconductors,multi,2,0.9819,0.9453,0.9424,0.8913
SEM_QA_0080,Semiconductors,single,2,0.9001,0.8945,0.8604,0.8516
SEM_QA_0081,Semiconductors,single,2,0.995,0.8714,0.9633,0.8526
SEM_QA_0082,Semiconductors,single,2,0.995,0.9805,0.9722,0.9572
SEM_QA_0083,Semiconductors,single,2,0.7334,0.6452,0.6978,0.5517
SEM_QA_0084,Semiconductors,multi,2,0.9344,0.7791,0.8934,0.7153
SEM_QA_0085,Semiconductors,single,2,0.995,0.9736,0.995,0.9653
SEM_QA_0086,Semiconductors,multi,2,0.7791,0.7596,0.6833,0.7021
SEM_QA_0087,Semiconductors,multi,2,0.8569,0.8523,0.8127,0.7965
SEM_QA_0088,Semiconductors,single,2,0.8463,0.9283,0.778,0.8758
SEM_QA_0089,Semiconductors,single,2,0.9614,0.9593,0.9211,0.9155
SEM_QA_0090,Semiconductors,single,2,0.9208,0.9615,0.8707,0.9432
SEM_QA_0091,Semiconductors,single,2,0.7012,0.6081,0.5968,0.5098
SEM_QA_0092,Semiconductors,single,2,0.8152,0.8095,0.7384,0.7615
SEM_QA_0093,Semiconductors,single,2,0.995,0.9236,0.978,0.9014
SEM_QA_0094,Semiconductors,single,2,0.995,0.9376,0.995,0.9167
SEM_QA_0095,Semiconductors,multi,2,0.7535,0.7601,0.6476,0.6906
SEM_QA_0096,Semiconductors,multi,2,0.995,0.9689,0.9721,0.9253
SEM_QA_0097,Semiconductors,single,2,0.995,0.965,0.9913,0.9368
SEM_QA_0098,Semiconductors,single,2,0.9687,0.9676,0.948,0.9465
SEM_QA_0099,Semiconductors,single,2,0.995,0.9877,0.9828,0.9654
SEM_QA_0100,Semiconductors,multi,2,0.972,0.8999,0.9541,0.8868
SEM_QA_0101,Semiconductors,single,2,0.8624,0.9363,0.8042,0.9475
SEM_QA_0102,Semiconductors,single,2,0.995,0.9015,0.9482,0.8588
SEM_QA_0103,Semiconductors,multi,2,0.9833,0.972,0.9765,0.9409
SEM_QA_0104,Semiconductors,single,2,0.8799,0.7335,0.7786,0.6325
SEM_QA_0105,Semiconductors,multi,2,0.8076,0.8186,0.7053,0.7571
SEM_QA_0106,Semiconductors,multi,2,0.995,0.9647,0.9797,0.9538
SEM_QA_0107,Semiconductors,single,2,0.9896,0.9927,0.9718,0.9654
SEM_QA_0108,Semiconductors,multi,2,0.7232,0.9482,0.6377,0.8916
SEM_QA_0109,Semiconductors,single,2,0.995,0.9341,0.9887,0.9016
SEM_QA_0110,Semiconductors,multi,2,0.6325,0.7837,0.4972,0.7159
SEM_QA_0111,Semiconductors,single,2,0.9658,0.9662,0.9392,0.9453
SEM_QA_0112,Semiconductors,single,2,0.9296,0.9717,0.8818,0.9376
SEM_QA_0113,Semiconductors,single,2,0.7984,0.8206,0.7795,0.7497
SEM_QA_0114,Semiconductors,single,2,0.947,0.9386,0.8834,0.9368
SEM_QA_0115,Semiconductors,multi,2,0.9,0.7699,0.8557,0.7142
SEM_QA_0116,Semiconductors,single,2,0.995,0.9692,0.9932,0.9322
SEM_QA_0117,Semiconductors,multi,2,0.9628,0.96,0.9483,0.9113
SEM_QA_0118,Semiconductors,single,2,0.9284,0.994,0.9019,0.9391
SEM_QA_0119,Semiconductors,single,2,0.995,0.9435,0.9799,0.9143
SEM_QA_0120,Semiconductors,single,2,0.8357,0.8957,0.7489,0.8203
SEM_QA_0121,Semiconductors,single,2,0.6172,0.6635,0.4873,0.5482
SEM_QA_0122,Semiconductors,single,2,0.995,0.9774,0.958,0.9432
SEM_QA_0123,Semiconductors,single,2,0.9443,0.9834,0.8883,0.9555
SEM_QA_0124,Semiconductors,single,2,0.995,0.9435,0.9644,0.9226
SEM_QA_0125,Semiconductors,single,2,0.995,0.937,0.9672,0.9311
SEM_QA_0126,Semiconductors,multi,2,0.8854,0.9239,0.7966,0.8836
BAT_QA_0001,Batteries,single,2,0.8484,0.7669,0.7908,0.6839
BAT_QA_0002,Batteries,single,2,0.995,0.9425,0.9612,0.9024
BAT_QA_0003,Batteries,multi,2,0.9662,0.9261,0.873,0.8796
BAT_QA_0004,Batteries,single,2,0.8287,0.9314,0.7581,0.8871
BAT_QA_0005,Batteries,single,2,0.995,0.9867,0.995,0.9654
BAT_QA_0006,Batteries,single,2,0.9802,0.9815,0.9545,0.9404
BAT_QA_0007,Batteries,multi,2,0.995,0.8786,0.976,0.8425
BAT_QA_0008,Batteries,single,2,0.995,0.9455,0.9724,0.9115
BAT_QA_0009,Batteries,single,2,0.903,0.9847,0.8553,0.9468
BAT_QA_0010,Batteries,single,2,0.995,0.9684,0.9843,0.9455
BAT_QA_0011,Batteries,single,2,0.9902,0.8704,0.9307,0.8433
BAT_QA_0012,Batteries,single,2,0.8404,0.7998,0.7575,0.7821
BAT_QA_0013,Batteries,single,2,0.9792,0.9454,0.9695,0.9478
BAT_QA_0014,Batteries,multi,2,0.9787,0.8337,0.936,0.7743
BAT_QA_0015,Batteries,multi,2,0.9937,0.9331,0.968,0.9051
BAT_QA_0016,Batteries,single,2,0.744,0.6105,0.6559,0.5832
BAT_QA_0017,Batteries,multi,2,0.7235,0.9131,0.6052,0.8347
BAT_QA_0018,Batteries,single,2,0.6573,0.6758,0.555,0.5408
BAT_QA_0019,Batteries,single,2,0.995,0.8761,0.9659,0.8602
BAT_QA_0020,Batteries,single,2,0.51,0.452,0.3501,0.3045
BAT_QA_0021,Batteries,single,2,0.735,0.6521,0.6342,0.5441
BAT_QA_0022,Batteries,multi,2,0.683,0.7675,0.5342,0.6871
BAT_QA_0023,Batteries,single,2,0.9824,0.9167,0.9633,0.8986
BAT_QA_0024,Batteries,single,2,0.8443,0.963,0.7941,0.9296
BAT_QA_0025,Batteries,single,2,0.995,0.9834,0.9486,0.961
BAT_QA_0026,Batteries,multi,2,0.7381,0.7434,0.6634,0.6895
BAT_QA_0027,Batteries,single,2,0.9416,0.9461,0.9356,0.9411
BAT_QA_0028,Batteries,single,2,0.9624,0.9284,0.9396,0.9196
BAT_QA_0029,Batteries,single,2,0.995,0.9445,0.9765,0.9192
BAT_QA_0030,Batteries,single,2,0.995,0.9853,0.9919,0.9422
BAT_QA_0031,Batteries,multi,2,0.9936,0.9337,0.9572,0.9142
BAT_QA_0032,Batteries,multi,2,0.995,0.8934,0.9318,0.859
BAT_QA_0033,Batteries,single,2,0.995,0.975,0.9699,0.9272
BAT_QA_0034,Batteries,single,2,0.9043,0.9464,0.9013,0.9172
BAT_QA_0035,Batteries,multi,2,0.9675,0.9689,0.927,0.9605
BAT_QA_0036,Batteries,single,2,0.995,0.994,0.9572,0.9653
BAT_QA_0037,Batteries,multi,2,0.8403,0.739,0.7444,0.6885
BAT_QA_0038,Batteries,single,2,0.9834,0.8545,0.9402,0.8352
BAT_QA_0039,Batteries,multi,2,0.8079,0.7159,0.6836,0.6999
BAT_QA_0040,Batteries,single,2,0.995,0.995,0.9888,0.9654
BAT_QA_0041,Batteries,single,2,0.7939,0.7157,0.7485,0.6125
BAT_QA_0042,Batteries,multi,2,0.8732,0.9129,0.7731,0.8733
BAT_QA_0043,Batteries,single,2,0.9119,0.9369,0.8637,0.9186
BAT_QA_0044,Batteries,single,2,0.9196,0.9056,0.8845,0.8948
BAT_QA_0045,Batteries,multi,2,0.9559,0.9445,0.9289,0.9211
BAT_QA_0046,Batteries,multi,2,0.7994,0.7261,0.7033,0.6452
BAT_QA_0047,Batteries,single,2,0.8792,0.9103,0.8576,0.8769
BAT_QA_0048,Batteries,single,2,0.9757,0.9005,0.9323,0.8837
BAT_QA_0049,Batteries,single,2,0.8658,0.8695,0.8354,0.8177
BAT_QA_0050,Batteries,single,2,0.8023,0.7341,0.7873,0.6634
BAT_QA_0051,Batteries,single,2,0.8212,0.7073,0.7246,0.6018
BAT_QA_0052,Batteries,single,2,0.8003,0.7362,0.7668,0.6632
BAT_QA_0053,Batteries,single,2,0.7203,0.8608,0.6925,0.8154
BAT_QA_0054,Batteries,single,2,0.995,0.9738,0.9871,0.9654
BAT_QA_0055,Batteries,single,2,0.8006,0.7622,0.7316,0.6786
BAT_QA_0056,Batteries,single,2,0.9829,0.9195,0.9394,0.865
BAT_QA_0057,Batteries,multi,2,0.9089,0.9586,0.8814,0.9059
BAT_QA_0058,Batteries,single,2,0.995,0.9325,0.935,0.9304
